os,cpu,gpu,ram,kernel,driver,cpuscheduler, , , , , 
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16300712,6.1.12-arch1-1,4.6 Mesa 22.3.6,schedutil, , , , , 
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
31.249,32001,34.0347,98,77,64,2394,1000,2.71493,139,6.87946,148339889
69.7885,14329,34.0347,98,77,64,2394,1000,2.71493,139,6.87946,248396285
255.493,3914,34.0347,98,77,64,2394,1000,2.71493,139,6.87946,348452902
70.1016,14265,34.0347,98,77,64,2394,1000,2.71493,139,6.87946,448511178
101.102,9891,34.0347,98,77,64,2394,1000,2.71493,139,6.87946,548569304
66.9478,14937,34.0347,98,77,64,2394,1000,2.71493,139,6.87946,648627210
71.7566,13936,41.4514,94,77,65,2273,1000,2.61616,135,6.84887,748683576
66.2296,15099,41.4514,94,77,65,2273,1000,2.61616,135,6.84887,848742953
64.1313,15593,41.4514,94,77,65,2273,1000,2.61616,135,6.84887,948799289
69.9839,14289,41.4514,94,77,65,2273,1000,2.61616,135,6.84887,1048856465
95.648,10455,41.4514,94,77,65,2273,1000,2.61616,135,6.84887,1148915711
69.1802,14455,33.9576,97,77,65,2386,1000,2.66123,139,6.84965,1248972378
62.6566,15960,33.9576,97,77,65,2386,1000,2.66123,139,6.84965,1349026984
72.8651,13724,33.9576,97,77,65,2386,1000,2.66123,139,6.84965,1449083130
73.6974,13569,33.9576,97,77,65,2386,1000,2.66123,139,6.84965,1549139246
67.4354,14829,33.9576,97,77,65,2386,1000,2.66123,139,6.84965,1649196723
66.7512,14981,28.0294,98,77,65,2393,1000,2.66318,138,6.85352,1749253949
74.8671,13357,28.0294,98,77,65,2393,1000,2.66318,138,6.85352,1849313035
73.3192,13639,28.0294,98,77,65,2393,1000,2.66318,138,6.85352,1949370131
69.979,14290,28.0294,98,77,65,2393,1000,2.66318,138,6.85352,2049427958
70.9572,14093,28.0294,98,77,65,2393,1000,2.66318,138,6.85352,2149485774
63.2711,15805,31.6502,99,77,65,2400,1000,2.72315,138,6.84821,2249543930
75.4205,13259,31.6502,99,77,65,2400,1000,2.72315,138,6.84821,2349599836
150.24,6656,31.6502,99,77,65,2400,1000,2.72315,138,6.84821,2449715113
62.5,16000,31.6502,99,77,65,2400,1000,2.72315,138,6.84821,2549778359
70.1853,14248,31.6502,99,77,65,2400,1000,2.72315,138,6.84821,2649834375
69.0799,14476,39.2683,98,77,66,2389,1000,2.72798,138,6.85046,2749895011
49.5417,20185,39.2683,98,77,66,2389,1000,2.72798,138,6.85046,2849953898
71.5512,13976,39.2683,98,77,66,2389,1000,2.72798,138,6.85046,2950010584
59.673,16758,39.2683,98,77,66,2389,1000,2.72798,138,6.85046,3050068290
75.0863,13318,39.2683,98,77,66,2389,1000,2.72798,138,6.85046,3150126796
75.4774,13249,45.7036,98,77,65,2392,1000,2.72798,138,6.85014,3250183183
79.1014,12642,45.7036,98,77,65,2392,1000,2.72798,138,6.85014,3350242509
60.9385,16410,45.7036,98,77,65,2392,1000,2.72798,138,6.85014,3450298235
71.2149,14042,45.7036,98,77,65,2392,1000,2.72798,138,6.85014,3550357211
