os,cpu,gpu,ram,kernel,driver,cpuscheduler, , , , ,
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16300712,6.1.12-arch1-1,4.6 Mesa 22.3.6,schedutil, , , , ,
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
73.2225,13657,9.79192,99,70,67,2379,1000,2.66429,139,7.7144,374135338
78.1739,12792,9.79192,99,70,67,2379,1000,2.66429,139,7.7144,474198094
77.1665,12959,9.79192,99,70,67,2379,1000,2.66429,139,7.7144,574255371
76.1383,13134,9.79192,99,70,67,2379,1000,2.66429,139,7.7144,674311217
76.8226,13017,9.79192,99,70,67,2379,1000,2.66429,139,7.7144,774367023
76.3709,13094,9.79192,99,70,67,2379,1000,2.66429,139,7.7144,874425939
75.2899,13282,4.19236,97,69,67,2358,1000,2.66429,137,7.68058,974482376
73.2923,13644,4.19236,97,69,67,2358,1000,2.66429,137,7.68058,1074538712
73.0674,13686,4.19236,97,69,67,2358,1000,2.66429,137,7.68058,1174595208
77.1426,12963,4.19236,97,69,67,2358,1000,2.66429,137,7.68058,1274648754
72.5374,13786,4.19236,97,69,67,2358,1000,2.66429,137,7.68058,1374704911
76.4234,13085,4.33705,99,68,66,2369,1000,2.66429,137,7.68082,1474760937
71.2048,14044,4.33705,99,68,66,2369,1000,2.66429,137,7.68082,1574816843
75.3352,13274,4.33705,99,68,66,2369,1000,2.66429,137,7.68082,1674872279
76.5228,13068,4.33705,99,68,66,2369,1000,2.66429,137,7.68082,1774928415
74.3163,13456,4.33705,99,68,66,2369,1000,2.66429,137,7.68082,1874984232
70.1754,14250,3.74532,99,67,66,2365,1000,2.66429,136,7.68045,1975039918
70.0722,14271,3.74532,99,67,66,2365,1000,2.66429,136,7.68045,2075098194
70.4771,14189,3.74532,99,67,66,2365,1000,2.66429,136,7.68045,2175155170
70.5517,14174,3.74532,99,67,66,2365,1000,2.66429,136,7.68045,2275211977
71.3216,14021,3.74532,99,67,66,2365,1000,2.66429,136,7.68045,2375268503
69.4589,14397,4.55105,99,66,67,2363,1000,2.69101,136,7.68118,2475325389
45.6413,21910,4.55105,99,66,67,2363,1000,2.69101,136,7.68118,2575384725
121.153,8254,4.55105,99,66,67,2363,1000,2.69101,136,7.68118,2675442092
72.6427,13766,4.55105,99,66,67,2363,1000,2.69101,136,7.68118,2775502318
61.5271,16253,4.55105,99,66,67,2363,1000,2.69101,136,7.68118,2875558674
75.4831,13248,38.1011,99,67,67,2366,1000,2.8403,136,7.69127,2975614950
63.5687,15731,38.1011,99,67,67,2366,1000,2.8403,136,7.69127,3075675877
66.5336,15030,38.1011,99,67,67,2366,1000,2.8403,136,7.69127,3175732233
72.9554,13707,38.1011,99,67,67,2366,1000,2.8403,136,7.69127,3275787819
70.1311,14259,38.1011,99,67,67,2366,1000,2.8403,136,7.69127,3375843865
72.1657,13857,34.6841,94,70,67,2205,1000,2.87484,131,7.69122,3475901282
62.0078,16127,34.6841,94,70,67,2205,1000,2.87484,131,7.69122,3575958888
75.7576,13200,34.6841,94,70,67,2205,1000,2.87484,131,7.69122,3676019394
73.6377,13580,34.6841,94,70,67,2205,1000,2.87484,131,7.69122,3776078060
