os,cpu,gpu,ram,kernel,driver,cpuscheduler,  ,  ,  ,  , ,  ,  ,  ,  , 
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16300700,6.1.12-arch1-1,4.6 Mesa 22.3.6,schedutil,  ,  ,  ,  , 
68.6955,14557,26.375,99,72,66,2365,1000,3.18599,135,4.73737,11588533099
46.8274,21355,23.125,96,72,66,2254,1000,3.18975,132,4.73575,11688559871
69.541,14380,23.125,96,72,66,2254,1000,3.18975,132,4.73575,11788587922
69.3914,14411,23.125,96,72,66,2254,1000,3.18975,132,4.73575,11888614294
68.6295,14571,23.125,96,72,66,2254,1000,3.18975,132,4.73575,11988639545
59.8587,16706,23.125,96,72,66,2254,1000,3.18975,132,4.73575,12088665487
68.1663,14670,25.2196,99,72,67,2341,1000,3.19201,134,4.73327,12188697538
70.9622,14092,25.2196,99,72,67,2341,1000,3.19201,134,4.73327,12288723650
57.2935,17454,25.2196,99,72,67,2341,1000,3.19201,134,4.73327,12388750741
73.0834,13683,25.2196,99,72,67,2341,1000,3.19201,134,4.73327,12488777113
69.0369,14485,25.2196,99,72,67,2341,1000,3.19201,134,4.73327,12588806855
84.2247,11873,17.3317,99,73,66,2338,1000,3.05394,133,4.73267,12688833556
67.3582,14846,17.3317,99,73,66,2338,1000,3.05394,133,4.73267,12788860218
73.2601,13650,17.3317,99,73,66,2338,1000,3.05394,133,4.73267,12888887089
65.0195,15380,17.3317,99,73,66,2338,1000,3.05394,133,4.73267,12988915421
79.3399,12604,17.3317,99,73,66,2338,1000,3.05394,133,4.73267,13088946912
63.3633,15782,32.254,99,74,67,2339,1000,3.05847,133,4.73195,13188980174
67.5539,14803,32.254,99,74,67,2339,1000,3.05847,133,4.73195,13289008075
82.4606,12127,32.254,99,74,67,2339,1000,3.05847,133,4.73195,13389042447
72.6164,13771,32.254,99,74,67,2339,1000,3.05847,133,4.73195,13489073358
105.296,9497,32.254,99,74,67,2339,1000,3.05847,133,4.73195,13589103390
59.3718,16843,39.5122,99,74,67,2336,1000,3.09995,133,4.73064,13689132152
71.1136,14062,39.5122,99,74,67,2336,1000,3.09995,133,4.73064,13789161723
61.0016,16393,39.5122,99,74,67,2336,1000,3.09995,133,4.73064,13889190865
66.0415,15142,39.5122,99,74,67,2336,1000,3.09995,133,4.73064,13989221746
77.9059,12836,39.5122,99,74,67,2336,1000,3.09995,133,4.73064,14089256578
49.6155,20155,39.8773,99,75,67,2342,1000,3.16889,133,4.73338,14189291159
74.8055,13368,39.8773,99,75,67,2342,1000,3.16889,133,4.73338,14289325681
67.9995,14706,39.8773,99,75,67,2342,1000,3.16889,133,4.73338,14389358322
75.2276,13293,39.8773,99,75,67,2342,1000,3.16889,133,4.73338,14489394284
86.3185,11585,39.8773,99,75,67,2342,1000,3.16889,133,4.73338,14589425566
106.191,9417,39.6158,98,75,66,2335,1000,3.00005,133,4.73428,14689457987
82.3655,12141,39.6158,98,75,66,2335,1000,3.00005,133,4.73428,14789479169
65.8371,15189,39.6158,98,75,66,2335,1000,3.00005,133,4.73428,14889508750
73.5619,13594,39.6158,98,75,66,2335,1000,3.00005,133,4.73428,14989542902
70.3829,14208,39.6158,98,75,66,2335,1000,3.00005,133,4.73428,15089574863
61.3798,16292,30.8537,95,75,67,2245,1000,3.01395,131,4.73526,15189608425
75.0019,13333,30.8537,95,75,67,2245,1000,3.01395,131,4.73526,15289640066
76.1383,13134,30.8537,95,75,67,2245,1000,3.01395,131,4.73526,15389670758
62.8654,15907,30.8537,95,75,67,2245,1000,3.01395,131,4.73526,15489701939
80.9585,12352,30.8537,95,75,67,2245,1000,3.01395,131,4.73526,15589733251
69.2569,14439,31.211,97,75,67,2308,1000,3.01395,132,4.73812,15689764773
61.4817,16265,31.211,97,75,67,2308,1000,3.01395,132,4.73812,15789798034
72.5268,13788,31.211,97,75,67,2308,1000,3.01395,132,4.73812,15889829566
73.2172,13658,31.211,97,75,67,2308,1000,3.01395,132,4.73812,15989862057
26.7115,37437,31.211,97,75,67,2308,1000,3.01395,132,4.73812,16089896929
113.327,8824,27.0237,99,75,67,2346,1000,3.08036,133,4.73851,16189930270
74.4546,13431,27.0237,99,75,67,2346,1000,3.08036,133,4.73851,16289962772
73.8171,13547,27.0237,99,75,67,2346,1000,3.08036,133,4.73851,16389996773
70.0035,14285,27.0237,99,75,67,2346,1000,3.08036,133,4.73851,16490029615
69.8227,14322,27.0237,99,75,67,2346,1000,3.08036,133,4.73851,16590063036
71.048,14075,26.9663,96,75,67,2277,1000,3.10472,131,4.73836,16690096048
74.438,13434,26.9663,96,75,67,2277,1000,3.10472,131,4.73836,16790129630
93.5366,10691,26.9663,96,75,67,2277,1000,3.10472,131,4.73836,16890165071
81.0045,12345,26.9663,96,75,67,2277,1000,3.10472,131,4.73836,16990201093
31.4634,31783,26.9663,96,75,67,2277,1000,3.10472,131,4.73836,17090237924
67.9671,14713,26.9663,96,75,67,2277,1000,3.10472,131,4.73836,17190273036
66.2603,15092,33.3333,98,75,67,2340,1000,3.12434,131,4.73874,17290310267
68.9988,14493,33.3333,98,75,67,2340,1000,3.12434,131,4.73874,17390344579
69.5652,14375,33.3333,98,75,67,2340,1000,3.12434,131,4.73874,17490378090
47.3216,21132,33.3333,98,75,67,2340,1000,3.12434,131,4.73874,17590412982
63.8978,15650,33.3333,98,75,67,2340,1000,3.12434,131,4.73874,17690449164
65.8545,15185,34.8558,95,75,67,2245,1000,3.12953,130,4.74017,17790484795
69.8324,14320,34.8558,95,75,67,2245,1000,3.12953,130,4.74017,17890519907
63.2591,15808,34.8558,95,75,67,2245,1000,3.12953,130,4.74017,17990555228
54.5524,18331,34.8558,95,75,67,2245,1000,3.12953,130,4.74017,18090600540
69.5169,14385,34.8558,95,75,67,2245,1000,3.12953,130,4.74017,18190638161
46.5506,21482,30.9379,98,75,67,2367,1000,3.13604,131,4.7383,18290681793
80.8604,12367,30.9379,98,75,67,2367,1000,3.13604,131,4.7383,18390719354
61.9118,16152,30.9379,98,75,67,2367,1000,3.13604,131,4.7383,18490759006
71.6949,13948,30.9379,98,75,67,2367,1000,3.13604,131,4.7383,18590797768
67.6819,14775,30.9379,98,75,67,2367,1000,3.13604,131,4.7383,18690835509
62.5861,15978,41.4216,98,75,67,2332,1000,3.14038,130,4.7405,18790874281
65.0745,15367,41.4216,98,75,67,2332,1000,3.14038,130,4.7405,18890916032
68.465,14606,41.4216,98,75,67,2332,1000,3.14038,130,4.7405,18990952604
62.3791,16031,41.4216,98,75,67,2332,1000,3.14038,130,4.7405,19090991995
67.2993,14859,41.4216,98,75,67,2332,1000,3.14038,130,4.7405,19191034627
88.0282,11360,23.3496,99,75,67,2345,1000,3.22593,131,4.74237,19291075888
70.4424,14196,23.3496,99,75,67,2345,1000,3.22593,131,4.74237,19391116640
67.9348,14720,23.3496,99,75,67,2345,1000,3.22593,131,4.74237,19491157952
72.6005,13774,23.3496,99,75,67,2345,1000,3.22593,131,4.74237,19591195793
68.79,14537,23.3496,99,75,67,2345,1000,3.22593,131,4.74237,19691233755
66.4982,15038,29.2476,96,75,67,2265,1000,3.26238,129,4.74009,19791271976
67.3038,14858,29.2476,96,75,67,2265,1000,3.26238,129,4.74009,19891312018
65.5136,15264,29.2476,96,75,67,2265,1000,3.26238,129,4.74009,19991352529
70.5866,14167,29.2476,96,75,67,2265,1000,3.26238,129,4.74009,20091393521
72.0098,13887,29.2476,96,75,67,2265,1000,3.26238,129,4.74009,20191433842
69.979,14290,4.66258,99,74,67,2345,1000,3.06622,130,4.73935,20291473714
70.7614,14132,4.66258,99,74,67,2345,1000,3.06622,130,4.73935,20391513765
71.0884,14067,4.66258,99,74,67,2345,1000,3.06622,130,4.73935,20491552507
81.3405,12294,4.66258,99,74,67,2345,1000,3.06622,130,4.73935,20591593149
96.637,10348,4.66258,99,74,67,2345,1000,3.06622,130,4.73935,20691590800
69.9398,14298,5.52826,99,72,67,2344,1000,3.02118,130,4.7394,20791630432
69.6427,14359,5.52826,99,72,67,2344,1000,3.02118,130,4.7394,20891670693
69.5314,14382,5.52826,99,72,67,2344,1000,3.02118,130,4.7394,20991711335
78.2411,12781,5.52826,99,72,67,2344,1000,3.02118,130,4.7394,21091751426
84.631,11816,5.52826,99,72,67,2344,1000,3.02118,130,4.7394,21191791728
71.803,13927,4.38048,99,71,67,2344,1000,3.02118,130,4.7394,21291834399
68.4416,14611,4.38048,99,71,67,2344,1000,3.02118,130,4.7394,21391876021
65.5566,15254,4.38048,99,71,67,2344,1000,3.02118,130,4.7394,21491917823
73.9919,13515,4.38048,99,71,67,2344,1000,3.02118,130,4.7394,21591959524
71.0682,14071,4.38048,99,71,67,2344,1000,3.02118,130,4.7394,21692001776
76.3359,13100,4.42804,99,70,67,2342,1000,3.02314,130,4.7394,21792045277
73.4322,13618,4.42804,99,70,67,2342,1000,3.02314,130,4.7394,21892101359
73.5294,13600,4.42804,99,70,67,2342,1000,3.02314,130,4.7394,21992144840
63.2191,15818,4.42804,99,70,67,2342,1000,3.02314,130,4.7394,22092188572
65.9587,15161,4.42804,99,70,67,2342,1000,3.02314,130,4.7394,22192233473
80.9192,12358,16.6456,99,69,67,2342,1000,3.09798,130,4.73844,22292277165
76.0456,13150,16.6456,99,69,67,2342,1000,3.09798,130,4.73844,22392319177
75.092,13317,16.6456,99,69,67,2342,1000,3.09798,130,4.73844,22492367498
60.4558,16541,16.6456,99,69,67,2342,1000,3.09798,130,4.73844,22592411750
81.1162,12328,16.6456,99,69,67,2342,1000,3.09798,130,4.73844,22692453791
73.8007,13550,29.3827,95,70,67,2244,1000,3.06772,127,4.74043,22792495873
72.6111,13772,29.3827,95,70,67,2244,1000,3.06772,127,4.74043,22892537314
81.4996,12270,29.3827,95,70,67,2244,1000,3.06772,127,4.74043,22992594706
76.3475,13098,29.3827,95,70,67,2244,1000,3.06772,127,4.74043,23092652917
71.1896,14047,29.3827,95,70,67,2244,1000,3.06772,127,4.74043,23192710279
63.8162,15670,4.84472,99,69,67,2356,1000,3.06772,132,4.74111,23292753261
62.1929,16079,4.84472,99,69,67,2356,1000,3.06772,132,4.74111,23392797152
58.2649,17163,4.84472,99,69,67,2356,1000,3.06772,132,4.74111,23492840324
60.2591,16595,4.84472,99,69,67,2356,1000,3.06772,132,4.74111,23592883965
62.5939,15976,4.84472,99,69,67,2356,1000,3.06772,132,4.74111,23692928987
61.3346,16304,4.84472,99,69,67,2356,1000,3.06772,132,4.74111,23792974908
61.6447,16222,9.1471,99,68,67,2347,1000,3.06772,130,4.74208,23893019250
61.4515,16273,9.1471,99,68,67,2347,1000,3.06772,130,4.74208,23993064682
66.4187,15056,9.1471,99,68,67,2347,1000,3.06772,130,4.74208,24093109593
82.4063,12135,9.1471,99,68,67,2347,1000,3.06772,130,4.74208,24193153665
79.164,12632,9.1471,99,68,67,2347,1000,3.06772,130,4.74208,24293200716
83.654,11954,5.34161,99,67,67,2350,1000,3.06276,134,4.74278,24393248358
78.6782,12710,5.34161,99,67,67,2350,1000,3.06276,134,4.74278,24493292459
77.8998,12837,5.34161,99,67,67,2350,1000,3.06276,134,4.74278,24593336241
72.4323,13806,5.34161,99,67,67,2350,1000,3.06276,134,4.74278,24693381862
74.195,13478,5.34161,99,67,67,2350,1000,3.06276,134,4.74278,24793404524
74.3716,13446,6.65025,99,66,67,2348,1000,3.06744,134,4.74275,24893455856
71.5973,13967,6.65025,99,66,67,2348,1000,3.06744,134,4.74275,24993505157
72.3014,13831,6.65025,99,66,67,2348,1000,3.06744,134,4.74275,25093563669
72.9448,13709,6.65025,99,66,67,2348,1000,3.06744,134,4.74275,25193609820
71.7978,13928,6.65025,99,66,67,2348,1000,3.06744,134,4.74275,25293658502
73.1154,13677,5.56242,99,65,67,2335,1000,3.06744,130,4.74323,25393705643
70.8065,14123,5.56242,99,65,67,2335,1000,3.06744,130,4.74323,25493753065
71.4694,13992,5.56242,99,65,67,2335,1000,3.06744,130,4.74323,25593813756
73.0727,13685,5.56242,99,65,67,2335,1000,3.06744,130,4.74323,25693875178
76.0688,13146,5.56242,99,65,67,2335,1000,3.06744,130,4.74323,25793931240
81.6727,12244,4.41718,99,64,67,2331,1000,2.99827,130,4.74396,25893991911
87.4661,11433,4.41718,99,64,67,2331,1000,2.99827,130,4.74396,25994043553
63.91,15647,4.41718,99,64,67,2331,1000,2.99827,130,4.74396,26094106854
63.8733,15656,4.41718,99,64,67,2331,1000,2.99827,130,4.74396,26194163346
56.9184,17569,4.41718,99,64,67,2331,1000,2.99827,130,4.74396,26294213017
60.7165,16470,6.33374,99,63,68,2331,1000,2.99102,129,4.74347,26394270029
59.1261,16913,6.33374,99,63,68,2331,1000,2.99102,129,4.74347,26494329011
60.2918,16586,6.33374,99,63,68,2331,1000,2.99102,129,4.74347,26594377282
66.8583,14957,6.33374,99,63,68,2331,1000,2.99102,129,4.74347,26694429754
59.3895,16838,6.33374,99,63,68,2331,1000,2.99102,129,4.74347,26794500035
60.2591,16595,5.28302,99,63,68,2348,1000,2.9882,132,4.74561,26894574887
61.3723,16294,5.28302,99,63,68,2348,1000,2.9882,132,4.74561,26994648008
60.6391,16491,5.28302,99,63,68,2348,1000,2.9882,132,4.74561,27094699290
59.8015,16722,5.28302,99,63,68,2348,1000,2.9882,132,4.74561,27194747172
60.687,16478,5.28302,99,63,68,2348,1000,2.9882,132,4.74561,27294794843
60.1938,16613,4.17178,99,62,68,2343,1000,2.9882,133,4.74512,27394843305
61.1135,16363,4.17178,99,62,68,2343,1000,2.9882,133,4.74512,27494892216
59.2101,16889,4.17178,99,62,68,2343,1000,2.9882,133,4.74512,27594940188
60.9459,16408,4.17178,99,62,68,2343,1000,2.9882,133,4.74512,27694992959
61.6599,16218,4.17178,99,62,68,2343,1000,2.9882,133,4.74512,27795041071
57.9173,17266,5.00626,99,62,68,2346,1000,2.9882,134,4.74071,27895088942
61.8812,16160,5.00626,99,62,68,2346,1000,2.9882,134,4.74071,27995139334
62.3558,16037,5.00626,99,62,68,2346,1000,2.9882,134,4.74071,28095188326
67.1321,14896,5.00626,99,62,68,2346,1000,2.9882,134,4.74071,28195238927
70.0918,14267,5.00626,99,62,68,2346,1000,2.9882,134,4.74071,28295288719
69.3049,14429,6.60147,99,61,68,2343,1000,3.02835,133,4.74669,28395320580
69.979,14290,6.60147,99,61,68,2343,1000,3.02835,133,4.74669,28495368852
71.2048,14044,6.60147,99,61,68,2343,1000,3.02835,133,4.74669,28595417473
64.7375,15447,6.60147,99,61,68,2343,1000,3.02835,133,4.74669,28695466115
65.8155,15194,6.60147,99,61,68,2343,1000,3.02835,133,4.74669,28795514686
61.3121,16310,5.04305,98,60,68,2326,1000,3.02835,132,4.74684,28895564358
60.8828,16425,5.04305,98,60,68,2326,1000,3.02835,132,4.74684,28995616380
76.3359,13100,5.04305,98,60,68,2326,1000,3.02835,132,4.74684,29095666341
76.1093,13139,5.04305,98,60,68,2326,1000,3.02835,132,4.74684,29195716293
75.2615,13287,5.04305,98,60,68,2326,1000,3.02835,132,4.74684,29295767074
85.4117,11708,5.3152,99,60,68,2333,1000,3.02835,132,4.74706,29395818056
76.7401,13031,5.3152,99,60,68,2333,1000,3.02835,132,4.74706,29495868467
74.2887,13461,5.3152,99,60,68,2333,1000,3.02835,132,4.74706,29595917909
73.1422,13672,5.3152,99,60,68,2333,1000,3.02835,132,4.74706,29695968211
77.3754,12924,5.3152,99,60,68,2333,1000,3.02835,132,4.74706,29796018452
69.6816,14351,6.62577,99,60,67,2336,1000,2.9882,130,4.74486,29896069544
71.1187,14061,6.62577,99,60,67,2336,1000,2.9882,130,4.74486,29996120845
69.9937,14287,6.62577,99,60,67,2336,1000,2.9882,130,4.74486,30096171457
64.7794,15437,6.62577,99,60,67,2336,1000,2.9882,130,4.74486,30196223038
73.4107,13622,6.62577,99,60,67,2336,1000,2.9882,130,4.74486,30296274140
74.9064,13350,4.34243,99,59,68,2333,1000,2.9882,129,4.74486,30396325421
74.8335,13363,4.34243,99,59,68,2333,1000,2.9882,129,4.74486,30496376933
73.4592,13613,4.34243,99,59,68,2333,1000,2.9882,129,4.74486,30596429065
74.118,13492,4.34243,99,59,68,2333,1000,2.9882,129,4.74486,30696479486
74.744,13379,4.34243,99,59,68,2333,1000,2.9882,129,4.74486,30796530268
77.6036,12886,4.34243,99,59,68,2333,1000,2.9882,129,4.74486,30896582979
79.1954,12627,4.65686,99,58,68,2335,1000,2.9882,130,4.74486,30996635831
91.1494,10971,4.65686,99,58,68,2335,1000,2.9882,130,4.74486,31096687272
72.1813,13854,4.65686,99,58,68,2335,1000,2.9882,130,4.74486,31196741654
69.8666,14313,4.65686,99,58,68,2335,1000,2.9882,130,4.74486,31296804786
74.195,13478,4.65686,99,58,68,2335,1000,2.9882,130,4.74486,31396860117
73.3353,13636,4.19753,99,57,68,2330,1000,2.9882,129,4.74486,31496926859
75.6716,13215,4.19753,99,57,68,2330,1000,2.9882,129,4.74486,31596996980
75.7863,13195,4.19753,99,57,68,2330,1000,2.9882,129,4.74486,31697063332
73.2118,13659,4.19753,99,57,68,2330,1000,2.9882,129,4.74486,31797134463
75.6601,13217,4.19753,99,57,68,2330,1000,2.9882,129,4.74486,31897205645
77.3455,12929,2.92683,99,57,67,2334,1000,2.9882,129,4.74484,31997273117
66.0022,15151,2.92683,99,57,67,2334,1000,2.9882,129,4.74484,32097342938
72.8332,13730,2.92683,99,57,67,2334,1000,2.9882,129,4.74484,32197403140
69.8227,14322,2.92683,99,57,67,2334,1000,2.9882,129,4.74484,32297459161
70.9321,14098,2.92683,99,57,67,2334,1000,2.9882,129,4.74484,32397512483
71.4643,13993,2.94118,99,56,68,2336,1000,2.9882,129,4.74484,32497564694
69.9888,14288,2.94118,99,56,68,2336,1000,2.9882,129,4.74484,32597618036
67.7048,14770,2.94118,99,56,68,2336,1000,2.9882,129,4.74484,32697672738
71.7154,13944,2.94118,99,56,68,2336,1000,2.9882,129,4.74484,32797727549
72.3746,13817,2.94118,99,56,68,2336,1000,2.9882,129,4.74484,32897782541
