os,cpu,gpu,ram,kernel,driver,cpuscheduler
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16300712,6.1.12-arch1-1,4.6 Mesa 22.3.6,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
76.746,13030,22.2222,99,73,66,2356,1000,3.14647,137,6.48744,11453810913
77.4353,12914,22.2222,99,73,66,2356,1000,3.14647,137,6.48744,11553868440
65.8848,15178,22.2222,99,73,66,2356,1000,3.14647,137,6.48744,11653926886
80.4441,12431,22.2222,99,73,66,2356,1000,3.14647,137,6.48744,11753987222
80.0512,12492,22.2222,99,73,66,2356,1000,3.14647,137,6.48744,11854044588
66.9389,14939,32.8321,98,73,66,2346,1000,3.10908,135,6.48795,11954103155
103.713,9642,32.8321,98,73,66,2346,1000,3.10908,135,6.48795,12054162811
71.9683,13895,32.8321,98,73,66,2346,1000,3.10908,135,6.48795,12154220817
77.7001,12870,32.8321,98,73,66,2346,1000,3.10908,135,6.48795,12254279793
67.7277,14765,32.8321,98,73,66,2346,1000,3.10908,135,6.48795,12354339070
83.4307,11986,40.7942,99,74,66,2347,1000,3.11481,135,6.48071,12454398436
78.2901,12773,40.7942,99,74,66,2347,1000,3.11481,135,6.48071,12554461692
72.4585,13801,40.7942,99,74,66,2347,1000,3.11481,135,6.48071,12654521738
77.7484,12862,40.7942,99,74,66,2347,1000,3.11481,135,6.48071,12754578705
74.9963,13334,40.7942,99,74,66,2347,1000,3.11481,135,6.48071,12854636731
77.4713,12908,41.769,99,74,66,2349,1000,3.18277,135,6.48073,12954694577
31.1847,32067,41.769,99,74,66,2349,1000,3.18277,135,6.48073,13054753453
88.739,11269,41.769,99,74,66,2349,1000,3.18277,135,6.48073,13154810579
73.9809,13517,41.769,99,74,66,2349,1000,3.18277,135,6.48073,13254868056
87.1764,11471,41.769,99,74,66,2349,1000,3.18277,135,6.48073,13354927962
78.7588,12697,35.4446,94,75,66,2245,1000,3.13386,132,6.47253,13454986978
83.2917,12006,35.4446,94,75,66,2245,1000,3.13386,132,6.47253,13555045114
83.4864,11978,35.4446,94,75,66,2245,1000,3.13386,132,6.47253,13655076841
80.5412,12416,35.4446,94,75,66,2245,1000,3.13386,132,6.47253,13755134197
70.1311,14259,35.4446,94,75,66,2245,1000,3.13386,132,6.47253,13855191203
80.0192,12497,40.2469,97,75,66,2316,1000,3.11077,135,6.47208,13955250659
80.0448,12493,40.2469,97,75,66,2316,1000,3.11077,135,6.47208,14055307806
77.3635,12926,40.2469,97,75,66,2316,1000,3.11077,135,6.47208,14155364542
82.4063,12135,40.2469,97,75,66,2316,1000,3.11077,135,6.47208,14255424688
83.9772,11908,40.2469,97,75,66,2316,1000,3.11077,135,6.47208,14355468334
69.4396,14401,28.0788,97,75,66,2336,1000,3.14117,134,6.47432,14455527201
74.5935,13406,28.0788,97,75,66,2336,1000,3.14117,134,6.47432,14555586377
77.0891,12972,28.0788,97,75,66,2336,1000,3.14117,134,6.47432,14655643393
71.3929,14007,28.0788,97,75,66,2336,1000,3.14117,134,6.47432,14755700689
76.746,13030,28.0788,97,75,66,2336,1000,3.14117,134,6.47432,14855757896
68.3901,14622,28.0788,97,75,66,2336,1000,3.14117,134,6.47432,14955816772
79.2581,12617,23.8788,99,74,66,2359,1000,3.15665,135,6.477,15055874648
65.2827,15318,23.8788,99,74,66,2359,1000,3.15665,135,6.477,15155933014
76.7636,13027,23.8788,99,74,66,2359,1000,3.15665,135,6.477,15255989931
71.3216,14021,23.8788,99,74,66,2359,1000,3.15665,135,6.477,15356046947
60.8865,16424,23.8788,99,74,66,2359,1000,3.15665,135,6.477,15456105373
76.7813,13024,39.5755,97,74,67,2346,1000,3.18935,134,6.47734,15556162989
66.6267,15009,39.5755,97,74,67,2346,1000,3.18935,134,6.47734,15656221066
132.083,7571,39.5755,97,74,67,2346,1000,3.18935,134,6.47734,15756279682
72.8969,13718,39.5755,97,74,67,2346,1000,3.18935,134,6.47734,15856339728
73.4808,13609,39.5755,97,74,67,2346,1000,3.18935,134,6.47734,15956396554
72.427,13807,31.4746,99,75,67,2357,1000,3.25684,134,6.47375,16056453700
76.2311,13118,31.4746,99,75,67,2357,1000,3.25684,134,6.47375,16156512677
69.3963,14410,31.4746,99,75,67,2357,1000,3.25684,134,6.47375,16256571513
70.2297,14239,31.4746,99,75,67,2357,1000,3.25684,134,6.47375,16356631699
68.0689,14691,31.4746,99,75,67,2357,1000,3.25684,134,6.47375,16456689545
170.184,5876,36.3748,99,75,67,2362,1000,3.19281,134,6.47607,16556750092
63.8121,15671,36.3748,99,75,67,2362,1000,3.19281,134,6.47607,16656808898
68.0735,14690,36.3748,99,75,67,2362,1000,3.19281,134,6.47607,16756868014
91.0332,10985,36.3748,99,75,67,2362,1000,3.19281,134,6.47607,16856926270
71.4541,13995,36.3748,99,75,67,2362,1000,3.19281,134,6.47607,16956986277
63.1433,15837,43.9055,98,76,67,2356,1000,3.24537,134,6.47366,17057046663
63.9795,15630,43.9055,98,76,67,2356,1000,3.24537,134,6.47366,17157105829
60.7866,16451,43.9055,98,76,67,2356,1000,3.24537,134,6.47366,17257165375
73.8443,13542,43.9055,98,76,67,2356,1000,3.24537,134,6.47366,17357224602
70.9421,14096,43.9055,98,76,67,2356,1000,3.24537,134,6.47366,17457277158
66.9165,14944,42.0606,95,76,66,2272,1000,3.25212,131,6.47595,17557334594
60.4961,16530,42.0606,95,76,66,2272,1000,3.25212,131,6.47595,17657392370
77.3934,12921,42.0606,95,76,66,2272,1000,3.25212,131,6.47595,17757449617
76.1383,13134,42.0606,95,76,66,2272,1000,3.25212,131,6.47595,17857507113
46.5441,21485,42.0606,95,76,66,2272,1000,3.25212,131,6.47595,17957569859
72.59,13776,28.3935,99,75,67,2356,1000,3.30324,134,6.47579,18057628455
73.8007,13550,28.3935,99,75,67,2356,1000,3.30324,134,6.47579,18157686852
80.0256,12496,28.3935,99,75,67,2356,1000,3.30324,134,6.47579,18257749398
56.4908,17702,28.3935,99,75,67,2356,1000,3.30324,134,6.47579,18357809374
69.1276,14466,28.3935,99,75,67,2356,1000,3.30324,134,6.47579,18457867180
72.7802,13740,32.3961,98,75,67,2354,1000,3.26734,132,6.47263,18557925207
69.483,14392,32.3961,98,75,67,2354,1000,3.26734,132,6.47263,18657982383
62.3597,16036,32.3961,98,75,67,2354,1000,3.26734,132,6.47263,18758039429
66.1113,15126,32.3961,98,75,67,2354,1000,3.26734,132,6.47263,18858098265
76.7931,13022,32.3961,98,75,67,2354,1000,3.26734,132,6.47263,18958167151
64.7878,15435,6.50307,99,74,67,2350,1000,3.26734,132,6.47256,19058224788
68.7947,14536,6.50307,99,74,67,2350,1000,3.26734,132,6.47256,19158283044
76.1151,13138,6.50307,99,74,67,2350,1000,3.26734,132,6.47256,19258340760
67.0376,14917,6.50307,99,74,67,2350,1000,3.26734,132,6.47256,19358400046
68.2967,14642,6.50307,99,74,67,2350,1000,3.26734,132,6.47256,19458457343
72.0617,13877,4.9505,99,73,67,2354,1000,3.17276,132,6.47039,19558515099
67.9532,14716,4.9505,99,73,67,2354,1000,3.17276,132,6.47039,19658572915
70.8818,14108,4.9505,99,73,67,2354,1000,3.17276,132,6.47039,19758630011
74.3826,13444,4.9505,99,73,67,2354,1000,3.17276,132,6.47039,19858687408
66.6622,15001,4.9505,99,73,67,2354,1000,3.17276,132,6.47039,19958744594
77.2618,12943,4.86284,99,71,67,2354,1000,3.18178,132,6.47038,20058801460
71.7978,13928,4.86284,99,71,67,2354,1000,3.18178,132,6.47038,20158858986
65.7462,15210,4.86284,99,71,67,2354,1000,3.18178,132,6.47038,20258919603
79.694,12548,4.86284,99,71,67,2354,1000,3.18178,132,6.47038,20358977659
72.197,13851,4.86284,99,71,67,2354,1000,3.18178,132,6.47038,20459035175
78.4868,12741,4.99391,99,70,66,2354,1000,3.19078,132,6.47108,20559092511
76.4292,13084,4.99391,99,70,66,2354,1000,3.19078,132,6.47108,20659150308
60.6575,16486,4.99391,99,70,66,2354,1000,3.19078,132,6.47108,20759207914
60.1251,16632,4.99391,99,70,66,2354,1000,3.19078,132,6.47108,20859267370
58.5103,17091,4.99391,99,70,66,2354,1000,3.19078,132,6.47108,20959324636
59.8838,16699,8.62697,99,69,67,2351,1000,3.23934,131,6.47499,21059381303
60.1685,16620,8.62697,99,69,67,2351,1000,3.23934,131,6.47499,21159439049
61.7589,16192,8.62697,99,69,67,2351,1000,3.23934,131,6.47499,21259497015
59.5096,16804,8.62697,99,69,67,2351,1000,3.23934,131,6.47499,21359554021
60.4339,16547,8.62697,99,69,67,2351,1000,3.23934,131,6.47499,21459612258
61.4741,16267,4.7205,99,67,67,2361,1000,3.18755,134,6.47193,21559669754
65.3723,15297,4.7205,99,67,67,2361,1000,3.18755,134,6.47193,21659727950
62.2665,16060,4.7205,99,67,67,2361,1000,3.18755,134,6.47193,21759785006
62.4649,16009,4.7205,99,67,67,2361,1000,3.18755,134,6.47193,21859823842
61.6105,16231,4.7205,99,67,67,2361,1000,3.18755,134,6.47193,21959881839
61.237,16330,5.61097,99,66,68,2353,1000,3.18755,136,6.47217,22059938795
61.4628,16270,5.61097,99,66,68,2353,1000,3.18755,136,6.47217,22159995841
61.5839,16238,5.61097,99,66,68,2353,1000,3.18755,136,6.47217,22260054587
61.7284,16200,5.61097,99,66,68,2353,1000,3.18755,136,6.47217,22360113884
62.3519,16038,5.61097,99,66,68,2353,1000,3.18755,136,6.47217,22460172900
61.2332,16331,5.61097,99,66,68,2353,1000,3.18755,136,6.47217,22560247226
69.0608,14480,6.32754,99,65,68,2362,1000,3.19124,136,6.48005,22660306422
71.3827,14009,6.32754,99,65,68,2362,1000,3.19124,136,6.48005,22760363619
78.3024,12771,6.32754,99,65,68,2362,1000,3.19124,136,6.48005,22860423755
72.6956,13756,6.32754,99,65,68,2362,1000,3.19124,136,6.48005,22960481991
73.8334,13544,6.32754,99,65,68,2362,1000,3.19124,136,6.48005,23060540007
72.0461,13880,5.19802,98,64,67,2358,1000,3.19124,136,6.48149,23160597784
66.6711,14999,5.19802,98,64,67,2358,1000,3.19124,136,6.48149,23260655430
72.49,13795,5.19802,98,64,67,2358,1000,3.19124,136,6.48149,23360713316
72.3903,13814,5.19802,98,64,67,2358,1000,3.19124,136,6.48149,23460770542
67.8748,14733,5.19802,98,64,67,2358,1000,3.19124,136,6.48149,23560828139
65.9283,15168,3.9653,99,63,67,2346,1000,3.18755,132,6.48122,23660885635
73.7463,13560,3.9653,99,63,67,2346,1000,3.18755,132,6.48122,23760944461
66.4099,15058,3.9653,99,63,67,2346,1000,3.18755,132,6.48122,23861001967
76.9882,12989,3.9653,99,63,67,2346,1000,3.18755,132,6.48122,23961059344
69.7107,14345,3.9653,99,63,67,2346,1000,3.18755,132,6.48122,24061117400
65.6383,15235,8.55746,99,62,67,2348,1000,3.22508,131,6.47929,24161175236
71.0732,14070,8.55746,99,62,67,2348,1000,3.22508,131,6.47929,24261234782
67.9532,14716,8.55746,99,62,67,2348,1000,3.22508,131,6.47929,24361293349
73.0674,13686,8.55746,99,62,67,2348,1000,3.22508,131,6.47929,24461351325
69.1611,14459,8.55746,99,62,67,2348,1000,3.22508,131,6.47929,24561406741
69.667,14354,5.95383,99,61,67,2345,1000,3.22254,131,6.48146,24661464797
75.0413,13326,5.95383,99,61,67,2345,1000,3.22254,131,6.48146,24761523043
62.3908,16028,5.95383,99,61,67,2345,1000,3.22254,131,6.48146,24861580860
73.2493,13652,5.95383,99,61,67,2345,1000,3.22254,131,6.48146,24961638606
62.1929,16079,5.95383,99,61,67,2345,1000,3.22254,131,6.48146,25061696682
71.7772,13932,7.45721,99,60,67,2340,1000,3.22254,132,6.48356,25161753258
62.5821,15979,7.45721,99,60,67,2340,1000,3.22254,132,6.48356,25261811835
66.7379,14984,7.45721,99,60,67,2340,1000,3.22254,132,6.48356,25361869181
60.0673,16648,7.45721,99,60,67,2340,1000,3.22254,132,6.48356,25461929157
75.4432,13255,7.45721,99,60,67,2340,1000,3.22254,132,6.48356,25561987143
63.9386,15640,6.59341,99,60,67,2340,1000,3.22818,132,6.48795,25662045020
64.4828,15508,6.59341,99,60,67,2340,1000,3.22818,132,6.48795,25762102906
65.8068,15196,6.59341,99,60,67,2340,1000,3.22818,132,6.48795,25862160602
68.88,14518,6.59341,99,60,67,2340,1000,3.22818,132,6.48795,25962218108
70.2297,14239,6.59341,99,60,67,2340,1000,3.22818,132,6.48795,26062279765
67.9856,14709,4.45545,98,59,67,2341,1000,3.22818,133,6.48771,26162336441
65.7895,15200,4.45545,98,59,67,2341,1000,3.22818,133,6.48771,26262394927
62.7983,15924,4.45545,98,59,67,2341,1000,3.22818,133,6.48771,26362452453
67.0691,14910,4.45545,98,59,67,2341,1000,3.22818,133,6.48771,26462509890
61.207,16338,4.45545,98,59,67,2341,1000,3.22818,133,6.48771,26562568136
64.0656,15609,4.47205,99,58,68,2340,1000,3.18843,134,6.48314,26662626522
61.8353,16172,4.47205,99,58,68,2340,1000,3.18843,134,6.48314,26762685038
60.5217,16523,4.47205,99,58,68,2340,1000,3.18843,134,6.48314,26862743175
59.9736,16674,4.47205,99,58,68,2340,1000,3.18843,134,6.48314,26962801591
62.7117,15946,4.47205,99,58,68,2340,1000,3.18843,134,6.48314,27062859167
62.0578,16114,7.21393,99,57,68,2343,1000,3.19065,135,6.4843,27162916673
63.2271,15816,7.21393,99,57,68,2343,1000,3.19065,135,6.4843,27262975160
61.565,16243,7.21393,99,57,68,2343,1000,3.19065,135,6.4843,27363032426
61.9464,16143,7.21393,99,57,68,2343,1000,3.19065,135,6.4843,27463089872
61.252,16326,7.21393,99,57,68,2343,1000,3.19065,135,6.4843,27563146998
60.831,16439,4.57921,99,56,68,2349,1000,3.18852,135,6.48234,27663204264
189.789,5269,4.57921,99,56,68,2349,1000,3.18852,135,6.48234,27763261911
66.7334,14985,4.57921,99,56,68,2349,1000,3.18852,135,6.48234,27863319747
69.1611,14459,4.57921,99,56,68,2349,1000,3.18852,135,6.48234,27963377673
68.3434,14632,4.57921,99,56,68,2349,1000,3.18852,135,6.48234,28063435489
70.1066,14264,4.40098,99,55,67,2348,1000,3.18852,135,6.48234,28163491806
81.4531,12277,4.40098,99,55,67,2348,1000,3.18852,135,6.48234,28263548882
70.7214,14140,4.40098,99,55,67,2348,1000,3.18852,135,6.48234,28363605688
57.6668,17341,4.40098,99,55,67,2348,1000,3.18852,135,6.48234,28463659634
85.5432,11690,4.40098,99,55,67,2348,1000,3.18852,135,6.48234,28563717211
66.5868,15018,3.34158,99,55,67,2344,1000,3.18852,131,6.47748,28663775737
64.3046,15551,3.34158,99,55,67,2344,1000,3.18852,131,6.47748,28763833883
83.0151,12046,3.34158,99,55,67,2344,1000,3.18852,131,6.47748,28863891299
66.2032,15105,3.34158,99,55,67,2344,1000,3.18852,131,6.47748,28963948886
66.7958,14971,3.34158,99,55,67,2344,1000,3.18852,131,6.47748,29064008032
65.5265,15261,5.40541,98,54,67,2344,1000,3.19381,130,6.48447,29164064618
61.7513,16194,5.40541,98,54,67,2344,1000,3.19381,130,6.48447,29264122874
58.5514,17079,5.40541,98,54,67,2344,1000,3.19381,130,6.48447,29364180061
64.3583,15538,5.40541,98,54,67,2344,1000,3.19381,130,6.48447,29464209337
61.954,16141,5.40541,98,54,67,2344,1000,3.19381,130,6.48447,29564268193
67.8794,14732,6.15006,99,53,67,2342,1000,3.19381,132,6.4866,29664326879
76.5462,13064,6.15006,99,53,67,2342,1000,3.19381,132,6.4866,29764385466
57.9912,17244,6.15006,99,53,67,2342,1000,3.19381,132,6.4866,29864443502
59.9808,16672,6.15006,99,53,67,2342,1000,3.19381,132,6.4866,29964501368
58.7234,17029,6.15006,99,53,67,2342,1000,3.19381,132,6.4866,30064575784
59.3472,16850,4.96278,99,53,68,2336,1000,3.19227,132,6.4866,30164649850
60.2192,16606,4.96278,99,53,68,2336,1000,3.19227,132,6.4866,30264724017
76.9053,13003,4.96278,99,53,68,2336,1000,3.19227,132,6.4866,30364792663
66.4894,15040,4.96278,99,53,68,2336,1000,3.19227,132,6.4866,30464861759
69.3433,14421,4.96278,99,53,68,2336,1000,3.19227,132,6.4866,30564934645
84.8104,11791,3.97022,99,52,67,2347,1000,3.18859,134,6.48323,30664991762
68.7616,14543,3.97022,99,52,67,2347,1000,3.18859,134,6.48323,30765049608
69.2137,14448,3.97022,99,52,67,2347,1000,3.18859,134,6.48323,30865106934
72.7961,13737,3.97022,99,52,67,2347,1000,3.18859,134,6.48323,30965179940
73.5186,13602,3.97022,99,52,67,2347,1000,3.18859,134,6.48323,31065253607
88.5818,11289,3.97022,99,52,67,2347,1000,3.18859,134,6.48323,31165326843
88.3861,11314,3.67647,99,52,67,2339,1000,3.18859,131,6.48323,31265397249
86.3185,11585,3.67647,99,52,67,2339,1000,3.18859,131,6.48323,31365470485
104.123,9604,3.67647,99,52,67,2339,1000,3.18859,131,6.48323,31465539542
73.1475,13671,3.67647,99,52,67,2339,1000,3.18859,131,6.48323,31565597348
71.5512,13976,3.67647,99,52,67,2339,1000,3.18859,131,6.48323,31665671544
73.3192,13639,3.6855,99,51,67,2343,1000,3.19227,130,6.48558,31765744990
72.8544,13726,3.6855,99,51,67,2343,1000,3.19227,130,6.48558,31865818467
71.4592,13994,3.6855,99,51,67,2343,1000,3.19227,130,6.48558,31965891723
72.9129,13715,3.6855,99,51,67,2343,1000,3.19227,130,6.48558,32065962769
70.6165,14161,3.6855,99,51,67,2343,1000,3.19227,130,6.48558,32166036065
