os,cpu,gpu,ram,kernel,driver,cpuscheduler,  ,  ,  ,  , ,  ,  ,  ,  , 
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16300712,6.1.12-arch1-1,4.6 Mesa 22.3.6,schedutil,  ,  ,  ,  , 
73.3407,13635,38.2173,99,76,67,2328,1000,3.08332,131,6.70441,12580531319
78.0092,12819,38.2173,99,76,67,2328,1000,3.08332,131,6.70441,12680586685
65.3083,15312,38.2173,99,76,67,2328,1000,3.08332,131,6.70441,12780640451
74.7272,13382,38.2173,99,76,67,2328,1000,3.08332,131,6.70441,12880693968
73.9044,13531,38.2173,99,76,67,2328,1000,3.08332,131,6.70441,12980747564
87.974,11367,38.2173,99,76,67,2328,1000,3.08332,131,6.70441,13080801930
72.4533,13802,26.3027,96,75,68,2273,1000,3.05983,130,6.70523,13180856936
73.654,13577,26.3027,96,75,68,2273,1000,3.05983,130,6.70523,13280913333
65.7895,15200,26.3027,96,75,68,2273,1000,3.05983,130,6.70523,13380968339
78.9515,12666,26.3027,96,75,68,2273,1000,3.05983,130,6.70523,13481022885
72.8651,13724,26.3027,96,75,68,2273,1000,3.05983,130,6.70523,13581078661
70.9371,14097,26.7399,98,75,68,2325,1000,3.05983,131,6.7021,13681132158
78.3208,12768,26.7399,98,75,68,2325,1000,3.05983,131,6.7021,13781189424
74.8671,13357,26.7399,98,75,68,2325,1000,3.05983,131,6.7021,13881245420
71.7824,13931,26.7399,98,75,68,2325,1000,3.05983,131,6.7021,13981299486
67.7553,14759,26.7399,98,75,68,2325,1000,3.05983,131,6.7021,14081353243
74.355,13449,31.3415,98,76,67,2331,1000,3.10993,131,6.69893,14181392559
79.2393,12620,31.3415,98,76,67,2331,1000,3.10993,131,6.69893,14281450415
69.6136,14365,31.3415,98,76,67,2331,1000,3.10993,131,6.69893,14381503781
73.1261,13675,31.3415,98,76,67,2331,1000,3.10993,131,6.69893,14481557488
98.3574,10167,31.3415,98,76,67,2331,1000,3.10993,131,6.69893,14581800504
70.082,14269,24.5679,97,75,67,2313,1000,3.16317,130,6.69517,14681856410
73.2118,13659,24.5679,97,75,67,2313,1000,3.16317,130,6.69517,14781912076
80.4958,12423,24.5679,97,75,67,2313,1000,3.16317,130,6.69517,14881968243
68.0411,14697,24.5679,97,75,67,2313,1000,3.16317,130,6.69517,14982022619
66.7869,14973,24.5679,97,75,67,2313,1000,3.16317,130,6.69517,15082077075
72.3066,13830,29.2232,99,75,67,2341,1000,3.20218,131,6.69608,15182130831
68.4791,14603,29.2232,99,75,67,2341,1000,3.20218,131,6.69608,15282184247
83.2778,12008,29.2232,99,75,67,2341,1000,3.20218,131,6.69608,15382242524
73.6214,13583,29.2232,99,75,67,2341,1000,3.20218,131,6.69608,15482345240
72.3746,13817,29.2232,99,75,67,2341,1000,3.20218,131,6.69608,15582388416
78.796,12691,28.9766,99,75,68,2332,1000,3.20218,130,6.69625,15682442452
68.4369,14612,28.9766,99,75,68,2332,1000,3.20218,130,6.69625,15782496459
76.646,13047,28.9766,99,75,68,2332,1000,3.20218,130,6.69625,15882550515
71.1997,14045,28.9766,99,75,68,2332,1000,3.20218,130,6.69625,15982604641
65.0703,15368,28.9766,99,75,68,2332,1000,3.20218,130,6.69625,16082658147
61.7132,16204,19.351,99,75,68,2332,1000,3.24104,129,6.69911,16182714624
77.3515,12928,19.351,99,75,68,2332,1000,3.24104,129,6.69911,16282771060
68.5119,14596,19.351,99,75,68,2332,1000,3.24104,129,6.69911,16382827756
71.5256,13981,19.351,99,75,68,2332,1000,3.24104,129,6.69911,16482902552
66.2471,15095,19.351,99,75,68,2332,1000,3.24104,129,6.69911,16582960559
74.3052,13458,38.7781,96,75,68,2308,1000,3.25726,129,6.69699,16683015775
68.306,14640,38.7781,96,75,68,2308,1000,3.25726,129,6.69699,16783070591
69.5265,14383,38.7781,96,75,68,2308,1000,3.25726,129,6.69699,16883124637
66.0371,15143,38.7781,96,75,68,2308,1000,3.25726,129,6.69699,16983179394
64.813,15429,38.7781,96,75,68,2308,1000,3.25726,129,6.69699,17083236460
79.3273,12606,29.9511,97,75,68,2321,1000,3.23711,130,6.6981,17183290406
62.8496,15911,29.9511,97,75,68,2321,1000,3.23711,130,6.6981,17283344542
73.3353,13636,29.9511,97,75,68,2321,1000,3.23711,130,6.6981,17383425329
65.2955,15315,29.9511,97,75,68,2321,1000,3.23711,130,6.6981,17483482965
64.5036,15503,29.9511,97,75,68,2321,1000,3.23711,130,6.6981,17583537011
69.1946,14452,18.0348,98,75,68,2322,1000,3.22084,129,6.69841,17683591077
70.1066,14264,18.0348,98,75,68,2322,1000,3.22084,129,6.69841,17783645504
70.7564,14133,18.0348,98,75,68,2322,1000,3.22084,129,6.69841,17883706260
68.7474,14546,18.0348,98,75,68,2322,1000,3.22084,129,6.69841,17983761846
69.2377,14443,18.0348,98,75,68,2322,1000,3.22084,129,6.69841,18083817312
70.7214,14140,3.51317,99,73,68,2333,1000,3.22084,129,6.69841,18183871308
70.9824,14088,3.51317,99,73,68,2333,1000,3.22084,129,6.69841,18283938435
73.6052,13586,3.51317,99,73,68,2333,1000,3.22084,129,6.69841,18383993851
73.8443,13542,3.51317,99,73,68,2333,1000,3.22084,129,6.69841,18484051097
73.5348,13599,3.51317,99,73,68,2333,1000,3.22084,129,6.69841,18584121533
67.9209,14723,5.11571,99,72,68,2329,1000,3.12712,129,6.70557,18684177170
76.9349,12998,5.11571,99,72,68,2329,1000,3.12712,129,6.70557,18784233096
69.1802,14455,5.11571,99,72,68,2329,1000,3.12712,129,6.70557,18884289762
76.1383,13134,5.11571,99,72,68,2329,1000,3.12712,129,6.70557,18984360568
69.2953,14431,5.11571,99,72,68,2329,1000,3.12712,129,6.70557,19084420685
79.1954,12627,5.11571,99,72,68,2329,1000,3.12712,129,6.70557,19184474821
75.8438,13185,4,98,70,68,2334,1000,3.10909,129,6.70362,19284530837
72.27,13837,4,98,70,68,2334,1000,3.10909,129,6.70362,19384585613
69.8422,14318,4,98,70,68,2334,1000,3.10909,129,6.70362,19484655960
69.1563,14460,4,98,70,68,2334,1000,3.10909,129,6.70362,19584722356
68.6248,14572,4,98,70,68,2334,1000,3.10909,129,6.70362,19684776892
70.3185,14221,6.48715,99,69,68,2331,1000,3.12491,129,6.70047,19784846698
68.9988,14493,6.48715,99,69,68,2331,1000,3.12491,129,6.70047,19884901425
67.563,14801,6.48715,99,69,68,2331,1000,3.12491,129,6.70047,19984967251
70.7164,14141,6.48715,99,69,68,2331,1000,3.12491,129,6.70047,20085023247
63.8488,15662,6.48715,99,69,68,2331,1000,3.12491,129,6.70047,20185078573
70.0427,14277,3.79437,99,67,68,2327,1000,3.07536,129,6.70243,20285149350
64.771,15439,3.79437,99,67,68,2327,1000,3.07536,129,6.70243,20385212586
72.2596,13839,3.79437,99,67,68,2327,1000,3.07536,129,6.70243,20485278322
64.6162,15476,3.79437,99,67,68,2327,1000,3.07536,129,6.70243,20585332248
60.3901,16559,3.79437,99,67,68,2327,1000,3.07536,129,6.70243,20685386985
74.0083,13512,5.25031,99,66,68,2327,1000,3.09534,129,6.70242,20785442171
71.9476,13899,5.25031,99,66,68,2327,1000,3.09534,129,6.70242,20885511557
76.5111,13070,5.25031,99,66,68,2327,1000,3.09534,129,6.70242,20985581783
72.2543,13840,5.25031,99,66,68,2327,1000,3.09534,129,6.70242,21085652559
70.0918,14267,5.25031,99,66,68,2327,1000,3.09534,129,6.70242,21185726386
75.0075,13332,3.38346,99,65,68,2328,1000,3.09534,129,6.70266,21285794992
60.7718,16455,3.38346,99,65,68,2328,1000,3.09534,129,6.70266,21385865548
76.1731,13128,3.38346,99,65,68,2328,1000,3.09534,129,6.70266,21485935644
71.4388,13998,3.38346,99,65,68,2328,1000,3.09534,129,6.70266,21586005011
70.3928,14206,3.38346,99,65,68,2328,1000,3.09534,129,6.70266,21686060477
75.9186,13172,4.36409,99,64,68,2330,1000,3.07731,128,6.69763,21786130953
69.7788,14331,4.36409,99,64,68,2330,1000,3.07731,128,6.69763,21886199979
77.9727,12825,4.36409,99,64,68,2330,1000,3.07731,128,6.69763,21986270416
58.0788,17218,4.36409,99,64,68,2330,1000,3.07731,128,6.69763,22086325042
61.0985,16367,4.36409,99,64,68,2330,1000,3.07731,128,6.69763,22186395538
58.2038,17181,8.08203,99,62,68,2333,1000,3.14319,129,6.70028,22286461314
58.3771,17130,8.08203,99,62,68,2333,1000,3.14319,129,6.70028,22386531361
58.9692,16958,8.08203,99,62,68,2333,1000,3.14319,129,6.70028,22486602847
60.5144,16525,8.08203,99,62,68,2333,1000,3.14319,129,6.70028,22586672683
59.0005,16949,8.08203,99,62,68,2333,1000,3.14319,129,6.70028,22686744399
59.0493,16935,3.72208,99,62,68,2338,1000,3.14319,133,6.70003,22786811276
59.1191,16915,3.72208,99,62,68,2338,1000,3.14319,133,6.70003,22886877252
58.5514,17079,3.72208,99,62,68,2338,1000,3.14319,133,6.70003,22986947768
60.931,16412,3.72208,99,62,68,2338,1000,3.14319,133,6.70003,23087004934
66.0284,15145,3.72208,99,62,68,2338,1000,3.14319,133,6.70003,23187060671
60.2373,16601,9.70874,99,61,68,2335,1000,3.11864,133,6.70453,23287115307
61.7818,16186,9.70874,99,61,68,2335,1000,3.11864,133,6.70453,23387168913
62.0925,16105,9.70874,99,61,68,2335,1000,3.11864,133,6.70453,23487241029
61.1023,16366,9.70874,99,61,68,2335,1000,3.11864,133,6.70453,23587312186
60.8865,16424,9.70874,99,61,68,2335,1000,3.11864,133,6.70453,23687383252
61.2257,16333,5.00626,98,60,69,2337,1000,3.1283,134,6.71057,23787453348
60.7496,16461,5.00626,98,60,69,2337,1000,3.1283,134,6.71057,23887523784
66.8181,14966,5.00626,98,60,69,2337,1000,3.1283,134,6.71057,23987586351
66.4055,15059,5.00626,98,60,69,2337,1000,3.1283,134,6.71057,24087641627
68.6813,14560,5.00626,98,60,69,2337,1000,3.1283,134,6.71057,24187701213
71.4133,14003,4.32099,99,59,68,2326,1000,3.10151,133,6.70958,24287757319
71.0429,14076,4.32099,99,59,68,2326,1000,3.10151,133,6.70958,24387811426
71.144,14056,4.32099,99,59,68,2326,1000,3.10151,133,6.70958,24487876822
67.5995,14793,4.32099,99,59,68,2326,1000,3.10151,133,6.70958,24587933388
66.2515,15094,4.32099,99,59,68,2326,1000,3.10151,133,6.70958,24688004434
67.7369,14763,3.72671,99,59,69,2320,1000,3.09783,131,6.70573,24788060270
66.7646,14978,3.72671,99,59,69,2320,1000,3.09783,131,6.70573,24888114257
67.4764,14820,3.72671,99,59,69,2320,1000,3.09783,131,6.70573,24988169163
71.6795,13951,3.72671,99,59,69,2320,1000,3.09783,131,6.70573,25088239509
72.2387,13843,3.72671,99,59,69,2320,1000,3.09783,131,6.70573,25188299325
65.8631,15183,4.85679,99,58,68,2319,1000,3.08881,130,6.70595,25288354052
66.9478,14937,4.85679,99,58,68,2319,1000,3.08881,130,6.70595,25388409048
69.7885,14329,4.85679,99,58,68,2319,1000,3.08881,130,6.70595,25488462794
74.9569,13341,4.85679,99,58,68,2319,1000,3.08881,130,6.70595,25588517810
67.0601,14912,4.85679,99,58,68,2319,1000,3.08881,130,6.70595,25688572587
74.9232,13347,3.125,99,57,68,2319,1000,3.10684,130,6.70592,25788626943
67.3627,14845,3.125,99,57,68,2319,1000,3.10684,130,6.70592,25888680729
70.9774,14089,3.125,99,57,68,2319,1000,3.10684,130,6.70592,25988734635
68.3854,14623,3.125,99,57,68,2319,1000,3.10684,130,6.70592,26088788862
71.8339,13921,3.125,99,57,68,2319,1000,3.10684,130,6.70592,26188843778
72.1865,13853,4.60199,99,56,68,2321,1000,3.0798,129,6.70324,26288898364
75.3069,13279,4.60199,99,56,68,2321,1000,3.0798,129,6.70324,26388953380
70.284,14228,4.60199,99,56,68,2321,1000,3.0798,129,6.70324,26489008077
70.497,14185,4.60199,99,56,68,2321,1000,3.0798,129,6.70324,26589063393
77.3036,12936,4.60199,99,56,68,2321,1000,3.0798,129,6.70324,26689117679
69.9937,14287,3.13676,99,56,68,2323,1000,3.0798,128,6.70226,26789173335
70.6314,14158,3.13676,99,56,68,2323,1000,3.0798,128,6.70226,26889227912
72.27,13837,3.13676,99,56,68,2323,1000,3.0798,128,6.70226,26989282798
70.0084,14284,3.13676,99,56,68,2323,1000,3.0798,128,6.70226,27089337814
75.3352,13274,3.13676,99,56,68,2323,1000,3.0798,128,6.70226,27189391460
77.8877,12839,3.13676,99,56,68,2323,1000,3.0798,128,6.70226,27289458057
76.2079,13122,3.06748,99,55,68,2329,1000,3.0798,128,6.70226,27389512803
72.1241,13865,3.06748,99,55,68,2329,1000,3.0798,128,6.70226,27489567609
68.8042,14534,3.06748,99,55,68,2329,1000,3.0798,128,6.70226,27589621955
66.7022,14992,3.06748,99,55,68,2329,1000,3.0798,128,6.70226,27689677491
64.8803,15413,3.06748,99,55,68,2329,1000,3.0798,128,6.70226,27789733188
66.8807,14952,4.01003,99,54,68,2325,1000,3.0798,128,6.70226,27889787974
72.8916,13719,4.01003,99,54,68,2325,1000,3.0798,128,6.70226,27989843200
66.5469,15027,4.01003,99,54,68,2325,1000,3.0798,128,6.70226,28089898916
58.9345,16968,4.01003,99,54,68,2325,1000,3.0798,128,6.70226,28189954243
76.266,13112,4.01003,99,54,68,2325,1000,3.0798,128,6.70226,28290008679
68.2175,14659,3.44828,99,54,68,2321,1000,3.0798,128,6.70212,28390066465
71.2048,14044,3.44828,99,54,68,2321,1000,3.0798,128,6.70212,28490132031
65.3339,15306,3.44828,99,54,68,2321,1000,3.0798,128,6.70212,28590201168
62.6252,15968,3.44828,99,54,68,2321,1000,3.0798,128,6.70212,28690271584
57.6701,17340,3.44828,99,54,68,2321,1000,3.0798,128,6.70212,28790342770
69.7253,14342,3.43558,99,53,68,2323,1000,3.0798,128,6.70329,28890398126
67.0601,14912,3.43558,99,53,68,2323,1000,3.0798,128,6.70329,28990468753
56.8343,17595,3.43558,99,53,68,2323,1000,3.0798,128,6.70329,29090538519
61.1658,16349,3.43558,99,53,68,2323,1000,3.0798,128,6.70329,29190607735
58.5754,17072,3.43558,99,53,68,2323,1000,3.0798,128,6.70329,29290678601
64.1437,15590,5.6391,99,52,68,2324,1000,3.0798,128,6.70641,29390744538
69.3674,14416,5.6391,99,52,68,2324,1000,3.0798,128,6.70641,29490811474
63.1194,15843,5.6391,99,52,68,2324,1000,3.0798,128,6.70641,29590878340
57.7134,17327,5.6391,99,52,68,2324,1000,3.0798,128,6.70641,29690948816
60.0276,16659,5.6391,99,52,68,2324,1000,3.0798,128,6.70641,29791019283
65.8155,15194,3.23383,98,52,68,2319,1000,3.08348,129,6.70665,29891089459
70.141,14257,3.23383,98,52,68,2319,1000,3.08348,129,6.70665,29991155825
48.8091,20488,3.23383,98,52,68,2319,1000,3.08348,129,6.70665,30091215791
55.2761,18091,3.23383,98,52,68,2319,1000,3.08348,129,6.70665,30191269908
56.5835,17673,3.23383,98,52,68,2319,1000,3.08348,129,6.70665,30291324954
56.0884,17829,5.61798,99,52,68,2328,1000,3.0798,128,6.70754,30391395600
56.1136,17821,5.61798,99,52,68,2328,1000,3.0798,128,6.70754,30491462896
55.7818,17927,5.61798,99,52,68,2328,1000,3.0798,128,6.70754,30591534123
58.0181,17236,5.61798,99,52,68,2328,1000,3.0798,128,6.70754,30691605709
58.4317,17114,5.61798,99,52,68,2328,1000,3.0798,128,6.70754,30791671965
57.8102,17298,3.6855,99,51,68,2332,1000,3.08458,130,6.70593,30891743481
56.2841,17767,3.6855,99,51,68,2332,1000,3.08458,130,6.70593,30991813397
58.1767,17189,3.6855,99,51,68,2332,1000,3.08458,130,6.70593,31091868184
56.1419,17812,3.6855,99,51,68,2332,1000,3.08458,130,6.70593,31191922340
56.7859,17610,3.6855,99,51,68,2332,1000,3.08458,130,6.70593,31291976676
55.8878,17893,3.71287,99,51,69,2333,1000,3.08458,132,6.70134,31392031102
55.9315,17879,3.71287,99,51,69,2333,1000,3.08458,132,6.70134,31492087559
58.0889,17215,3.71287,99,51,69,2333,1000,3.08458,132,6.70134,31592142455
55.3863,18055,3.71287,99,51,69,2333,1000,3.08458,132,6.70134,31692198081
265.675,3764,3.71287,99,51,69,2333,1000,3.08458,132,6.70134,31792253417
66.8807,14952,3.14465,99,51,69,2336,1000,3.07665,132,6.70159,31892309194
66.011,15149,3.14465,99,51,69,2336,1000,3.07665,132,6.70159,31992364420
72.1032,13869,3.14465,99,51,69,2336,1000,3.07665,132,6.70159,32092418006
80.1475,12477,3.14465,99,51,69,2336,1000,3.07665,132,6.70159,32192471012
67.1186,14899,3.14465,99,51,69,2336,1000,3.07665,132,6.70159,32292525169
73.888,13534,2.74314,99,50,69,2335,1000,3.07665,131,6.69842,32392565145
67.8841,14731,2.74314,99,50,69,2335,1000,3.07665,131,6.69842,32492635451
71.8391,13920,2.74314,99,50,69,2335,1000,3.07665,131,6.69842,32592706507
66.3438,15073,2.74314,99,50,69,2335,1000,3.07665,131,6.69842,32692765144
70.6614,14152,2.74314,99,50,69,2335,1000,3.07665,131,6.69842,32792820780
