os,cpu,gpu,ram,kernel,driver,cpuscheduler,  ,  ,  ,  , ,  ,  ,  ,  , 
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16300712,6.1.12-arch1-1,4.6 Mesa 22.3.6,schedutil,  ,  ,  ,  , 
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
82.8706,12067,3.27044,99,55,67,2355,1000,2.98272,136,5.04796,30987062296
80.2375,12463,3.27044,99,55,67,2355,1000,2.98272,136,5.04796,31087122023
93.0752,10744,3.27044,99,55,67,2355,1000,2.98272,136,5.04796,31187191319
84.3384,11857,3.27044,99,55,67,2355,1000,2.98272,136,5.04796,31287248705
88.5426,11294,4.50563,99,54,67,2348,1000,2.9707,133,5.04845,31387306391
83.668,11952,4.50563,99,54,67,2348,1000,2.9707,133,5.04845,31487362177
75.03,13328,4.50563,99,54,67,2348,1000,2.9707,133,5.04845,31587419664
86.1549,11607,4.50563,99,54,67,2348,1000,2.9707,133,5.04845,31687477090
49.0268,20397,4.50563,99,54,67,2348,1000,2.9707,133,5.04845,31787550526
60.9979,16394,3.34988,99,54,67,2348,1000,2.9707,133,5.0482,31887624012
59.8946,16696,3.34988,99,54,67,2348,1000,2.9707,133,5.0482,31987682679
60.0817,16644,3.34988,99,54,67,2348,1000,2.9707,133,5.0482,32087741635
59.1856,16896,3.34988,99,54,67,2348,1000,2.9707,133,5.0482,32187799681
60.4011,16556,3.34988,99,54,67,2348,1000,2.9707,133,5.0482,32287857137
60.9199,16415,5.23751,99,53,67,2368,1000,2.96081,133,5.04844,32387915914
90.6125,11036,5.23751,99,53,67,2368,1000,2.96081,133,5.04844,32487984660
90.967,10993,5.23751,99,53,67,2368,1000,2.96081,133,5.04844,32588057916
92.5754,10802,5.23751,99,53,67,2368,1000,2.96081,133,5.04844,32688130952
85.5066,11695,5.23751,99,53,67,2368,1000,2.96081,133,5.04844,32788204479
87.1688,11472,3.54957,99,53,67,2369,1000,2.96081,137,5.0482,32888277875
86.7754,11524,3.54957,99,53,67,2369,1000,2.96081,137,5.0482,32988351281
89.9928,11112,3.54957,99,53,67,2369,1000,2.96081,137,5.0482,33088424357
86.6176,11545,3.54957,99,53,67,2369,1000,2.96081,137,5.0482,33188482064
93.8438,10656,3.54957,99,53,67,2369,1000,2.96081,137,5.0482,33288539070
88.098,11351,3.49563,99,52,67,2362,1000,2.96081,134,5.04844,33388595806
87.9275,11373,3.49563,99,52,67,2362,1000,2.96081,134,5.04844,33488652312
91.4495,10935,3.49563,99,52,67,2362,1000,2.96081,134,5.04844,33588710729
93.5191,10693,3.49563,99,52,67,2362,1000,2.96081,134,5.04844,33688767565
86.3782,11577,3.49563,99,52,67,2362,1000,2.96081,134,5.04844,33788824101
84.1326,11886,2.875,99,51,66,2364,1000,2.96081,133,5.0482,33888880747
84.7386,11801,2.875,99,51,66,2364,1000,2.96081,133,5.0482,33988938034
85.6751,11672,2.875,99,51,66,2364,1000,2.96081,133,5.0482,34088994600
91.3242,10950,2.875,99,51,66,2364,1000,2.96081,133,5.0482,34189051526
85.2588,11729,2.875,99,51,66,2364,1000,2.96081,133,5.0482,34289109182
81.6127,12253,5.24345,99,52,67,2364,1000,2.96081,133,5.0482,34389166409
92.1999,10846,5.24345,99,52,67,2364,1000,2.96081,133,5.0482,34489223465
