os,cpu,gpu,ram,kernel,driver,cpuscheduler, , , , ,
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16297384,6.2.2-arch1-1,4.6 Mesa 22.3.6,schedutil, , , , ,
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
76.746,13030,5.1186,98,61,66,2438,1000,2.89078,152,6.55603,202845802
71.0631,14072,5.1186,98,61,66,2438,1000,2.89078,152,6.55603,302896033
70.5318,14178,5.1186,98,61,66,2438,1000,2.89078,152,6.55603,402951644
68.8468,14525,5.1186,98,61,66,2438,1000,2.89078,152,6.55603,503001314
67.8979,14728,5.1186,98,61,66,2438,1000,2.89078,152,6.55603,603056785
71.4286,14000,5.1186,98,61,66,2438,1000,2.89078,152,6.55603,703108546
77.6759,12874,5.30864,99,60,66,2437,1000,2.89078,151,6.5658,803160307
74.5657,13411,5.30864,99,60,66,2437,1000,2.89078,151,6.5658,903211048
77.2738,12941,5.30864,99,60,66,2437,1000,2.89078,151,6.5658,1003268189
73.8607,13539,5.30864,99,60,66,2437,1000,2.89078,151,6.5658,1103340210
68.4697,14605,5.30864,99,60,66,2437,1000,2.89078,151,6.5658,1203403611
73.7626,13557,4.54545,99,59,66,2437,1000,2.89078,151,6.56556,1303454412
68.157,14672,4.54545,99,59,66,2437,1000,2.89078,151,6.56556,1403522403
71.7154,13944,4.54545,99,59,66,2437,1000,2.89078,151,6.56556,1503590304
68.3527,14630,4.54545,99,59,66,2437,1000,2.89078,151,6.56556,1603643214
78.8581,12681,4.54545,99,59,66,2437,1000,2.89078,151,6.56556,1703692965
68.8089,14533,5.51378,99,58,66,2434,1000,2.89078,151,6.56819,1803743266
75.5515,13236,5.51378,99,58,66,2434,1000,2.89078,151,6.56819,1903794847
64.6037,15479,5.51378,99,58,66,2434,1000,2.89078,151,6.56819,2003851768
46.7814,21376,5.51378,99,58,66,2434,1000,2.89078,151,6.56819,2103905449
65.9935,15153,5.51378,99,58,66,2434,1000,2.89078,151,6.56819,2203954830
65.2656,15322,22.7662,99,59,66,2432,1000,3.02106,150,6.56071,2304003991
67.6498,14782,22.7662,99,59,66,2432,1000,3.02106,150,6.56071,2404052712
68.3434,14632,22.7662,99,59,66,2432,1000,3.02106,150,6.56071,2504102073
58.524,17087,22.7662,99,59,66,2432,1000,3.02106,150,6.56071,2604154774
60.241,16600,22.7662,99,59,66,2432,1000,3.02106,150,6.56071,2704205485
63.0159,15869,25.0305,97,62,66,2409,1000,3.15969,148,6.56063,2804267465
68.4275,14614,25.0305,97,62,66,2409,1000,3.15969,148,6.56063,2904332656
48.23,20734,25.0305,97,62,66,2409,1000,3.15969,148,6.56063,3004385257
92.2339,10842,25.0305,97,62,66,2409,1000,3.15969,148,6.56063,3104435418
77.821,12850,25.0305,97,62,66,2409,1000,3.15969,148,6.56063,3204488409
70.6115,14162,31.7955,98,63,66,2422,1000,3.12117,149,6.55581,3304536840
61.8009,16181,31.7955,98,63,66,2422,1000,3.12117,149,6.55581,3404586581
70.7014,14144,31.7955,98,63,66,2422,1000,3.12117,149,6.55581,3504636822
79.1139,12640,31.7955,98,63,66,2422,1000,3.12117,149,6.55581,3604685633
70.4027,14204,31.7955,98,63,66,2422,1000,3.12117,149,6.55581,3704734204
58.1734,17190,15.6838,97,64,66,2352,1000,2.96579,146,6.55881,3804783815
84.1114,11889,15.6838,97,64,66,2352,1000,2.96579,146,6.55881,3904834806
15.7438,63517,15.6838,97,64,66,2352,1000,2.96579,146,6.55881,4004887126
80.2633,12459,15.6838,97,64,66,2352,1000,2.96579,146,6.55881,4104934997
91.6758,10908,15.6838,97,64,66,2352,1000,2.96579,146,6.55881,4204983628
73.8334,13544,41.9036,88,66,66,2155,1000,3.12839,141,6.56567,4305037089
67.3991,14837,41.9036,88,66,66,2155,1000,3.12839,141,6.56567,4405087330
70.922,14100,41.9036,88,66,66,2155,1000,3.12839,141,6.56567,4505138211
77.232,12948,41.9036,88,66,66,2155,1000,3.12839,141,6.56567,4605195662
68.7332,14549,41.9036,88,66,66,2155,1000,3.12839,141,6.56567,4705250563
79.9552,12507,40,98,68,66,2439,1000,3.03485,148,6.55908,4805301224
72.648,13765,40,98,68,66,2439,1000,3.03485,148,6.55908,4905350765
75.9878,13160,40,98,68,66,2439,1000,3.03485,148,6.55908,5005400446
66.6267,15009,40,98,68,66,2439,1000,3.03485,148,6.55908,5105449467
67.3491,14848,40,98,68,66,2439,1000,3.03485,148,6.55908,5205499797
53.7866,18592,33.2509,98,70,66,2427,1000,3.00584,150,6.56085,5305550498
114.43,8739,33.2509,98,70,66,2427,1000,3.00584,150,6.56085,5405605569
68.4463,14610,33.2509,98,70,66,2427,1000,3.00584,150,6.56085,5505655670
76.6754,13042,33.2509,98,70,66,2427,1000,3.00584,150,6.56085,5605704271
72.9874,13701,33.2509,98,70,66,2427,1000,3.00584,150,6.56085,5705753242
58.751,17021,38.5943,98,71,66,2431,1000,3.00584,150,6.56112,5805802773
74.7328,13381,38.5943,98,71,66,2431,1000,3.00584,150,6.56112,5905853004
32.3792,30884,38.5943,98,71,66,2431,1000,3.00584,150,6.56112,6005905575
66.379,15065,38.5943,98,71,66,2431,1000,3.00584,150,6.56112,6105953866
75.792,13194,38.5943,98,71,66,2431,1000,3.00584,150,6.56112,6206003847
58.2411,17170,36.9645,96,71,66,2345,1000,3.07183,146,6.57335,6306067468
70.279,14229,36.9645,96,71,66,2345,1000,3.07183,146,6.57335,6406118308
62.901,15898,36.9645,96,71,66,2345,1000,3.07183,146,6.57335,6506166889
66.7557,14980,36.9645,96,71,66,2345,1000,3.07183,146,6.57335,6606215300
68.0828,14688,36.9645,96,71,66,2345,1000,3.07183,146,6.57335,6706266311
91.8695,10885,29.8005,98,72,67,2435,1000,3.07594,152,6.55561,6806315782
177.242,5642,29.8005,98,72,67,2435,1000,3.07594,152,6.55561,6906364503
68.4744,14604,29.8005,98,72,67,2435,1000,3.07594,152,6.55561,7006414234
76.2195,13120,29.8005,98,72,67,2435,1000,3.07594,152,6.55561,7106464595
69.5604,14376,29.8005,98,72,67,2435,1000,3.07594,152,6.55561,7206514296
68.4416,14611,26.9901,97,72,67,2397,1000,3.11799,148,6.55581,7306563047
84.8969,11779,26.9901,97,72,67,2397,1000,3.11799,148,6.55581,7406611248
23.1022,43286,26.9901,97,72,67,2397,1000,3.11799,148,6.55581,7506661759
77.0357,12981,26.9901,97,72,67,2397,1000,3.11799,148,6.55581,7606710449
82.8089,12076,26.9901,97,72,67,2397,1000,3.11799,148,6.55581,7706759280
69.4444,14400,22.439,97,72,66,2356,1000,3.0678,146,6.5569,7806808531
71.623,13962,22.439,97,72,66,2356,1000,3.0678,146,6.5569,7906857972
64.6538,15467,22.439,97,72,66,2356,1000,3.0678,146,6.5569,8006906983
69.8959,14307,22.439,97,72,66,2356,1000,3.0678,146,6.5569,8106956084
68.7332,14549,22.439,97,72,66,2356,1000,3.0678,146,6.5569,8207004495
84.9834,11767,15.25,99,73,67,2418,1000,3.06161,149,6.5511,8307052986
75.3239,13276,15.25,99,73,67,2418,1000,3.06161,149,6.5511,8407103067
62.7353,15940,15.25,99,73,67,2418,1000,3.06161,149,6.5511,8507153388
66.011,15149,15.25,99,73,67,2418,1000,3.06161,149,6.5511,8607203789
43.1947,23151,15.25,99,73,67,2418,1000,3.06161,149,6.5511,8707251990
73.4268,13619,15.25,99,73,67,2418,1000,3.06161,149,6.5511,8807301630
61.0948,16368,32.6406,98,74,66,2415,1000,3.13266,147,6.55461,8907351191
50.4134,19836,32.6406,98,74,66,2415,1000,3.13266,147,6.55461,9007400812
94.8047,10548,32.6406,98,74,66,2415,1000,3.13266,147,6.55461,9107411343
50.2765,19890,32.6406,98,74,66,2415,1000,3.13266,147,6.55461,9207461824
89.7989,11136,32.6406,98,74,66,2415,1000,3.13266,147,6.55461,9307513705
59.1331,16911,42.0988,99,74,67,2421,1000,3.20959,149,6.56248,9407562396
61.8735,16162,42.0988,99,74,67,2421,1000,3.20959,149,6.56248,9507611407
60.2845,16588,42.0988,99,74,67,2421,1000,3.20959,149,6.56248,9607660708
58.2547,17166,42.0988,99,74,67,2421,1000,3.20959,149,6.56248,9707709569
107.193,9329,42.0988,99,74,67,2421,1000,3.20959,149,6.56248,9807758410
36.3465,27513,40.4938,98,74,67,2416,1000,3.18971,151,6.5573,9907807021
68.157,14672,40.4938,98,74,67,2416,1000,3.18971,151,6.5573,10007857182
63.5405,15738,40.4938,98,74,67,2416,1000,3.18971,151,6.5573,10107907762
184.434,5422,40.4938,98,74,67,2416,1000,3.18971,151,6.5573,10207957353
60.1902,16614,40.4938,98,74,67,2416,1000,3.18971,151,6.5573,10308007244
63.2871,15801,36.1624,98,74,67,2416,1000,3.16275,151,6.55368,10408056355
60.3901,16559,36.1624,98,74,67,2416,1000,3.16275,151,6.55368,10508108976
69.1946,14452,36.1624,98,74,67,2416,1000,3.16275,151,6.55368,10608156667
65.9587,15161,36.1624,98,74,67,2416,1000,3.16275,151,6.55368,10708205528
115.902,8628,36.1624,98,74,67,2416,1000,3.16275,151,6.55368,10808255269
380.807,2626,36.5501,97,74,67,2346,1000,2.97428,146,6.55312,10908305570
94.4555,10587,36.5501,97,74,67,2346,1000,2.97428,146,6.55312,11008354461
66.0982,15129,36.5501,97,74,67,2346,1000,2.97428,146,6.55312,11108403312
71.3827,14009,36.5501,97,74,67,2346,1000,2.97428,146,6.55312,11208452053
83.1601,12025,36.5501,97,74,67,2346,1000,2.97428,146,6.55312,11308501743
70.9824,14088,32.1608,98,75,67,2414,1000,2.97428,147,6.56063,11408550734
32.1906,31065,32.1608,98,75,67,2414,1000,2.97428,147,6.56063,11508601105
73.7354,13562,32.1608,98,75,67,2414,1000,2.97428,147,6.56063,11608649606
68.88,14518,32.1608,98,75,67,2414,1000,2.97428,147,6.56063,11708699707
64.0738,15607,32.1608,98,75,67,2414,1000,2.97428,147,6.56063,11808748988
61.7589,16192,36.2264,99,75,67,2418,1000,3.00498,147,6.55414,11908800629
61.3535,16299,36.2264,99,75,67,2418,1000,3.00498,147,6.55414,12008853040
80.1411,12478,36.2264,99,75,67,2418,1000,3.00498,147,6.55414,12108903331
65.3125,15311,36.2264,99,75,67,2418,1000,3.00498,147,6.55414,12208954842
72.3694,13818,36.2264,99,75,67,2418,1000,3.00498,147,6.55414,12309006753
82.8363,12072,24.7191,97,74,67,2392,1000,3.02942,146,6.56024,12409054494
62.8891,15901,24.7191,97,74,67,2392,1000,3.02942,146,6.56024,12509104454
78.3883,12757,24.7191,97,74,67,2392,1000,3.02942,146,6.56024,12609154325
69.5555,14377,24.7191,97,74,67,2392,1000,3.02942,146,6.56024,12709204276
66.357,15070,24.7191,97,74,67,2392,1000,3.02942,146,6.56024,12809254297
85.6458,11676,26.6169,96,74,67,2317,1000,3.03976,142,6.56038,12909305948
86.6401,11542,26.6169,96,74,67,2317,1000,3.03976,142,6.56038,13009356359
66.7156,14989,26.6169,96,74,67,2317,1000,3.03976,142,6.56038,13109404940
67.5767,14798,26.6169,96,74,67,2317,1000,3.03976,142,6.56038,13209454231
69.9301,14300,26.6169,96,74,67,2317,1000,3.03976,142,6.56038,13309506992
73.0514,13689,35.589,99,74,67,2420,1000,3.07265,148,6.55607,13409556423
71.8856,13911,35.589,99,74,67,2420,1000,3.07265,148,6.55607,13509569244
70.2099,14243,35.589,99,74,67,2420,1000,3.07265,148,6.55607,13609618415
69.2905,14432,35.589,99,74,67,2420,1000,3.07265,148,6.55607,13709669265
