os,cpu,gpu,ram,kernel,driver,cpuscheduler
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16297384,6.2.2-arch1-1,4.6 Mesa 22.3.6,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
56.1419,17812,6.01966,99,59,68,2413,1000,2.96339,146,6.53629,21877045027
60.0889,16642,6.01966,99,59,68,2413,1000,2.96339,146,6.53629,21977095988
58.6786,17042,6.01966,99,59,68,2413,1000,2.96339,146,6.53629,22077145299
62.1195,16098,6.01966,99,59,68,2413,1000,2.96339,146,6.53629,22177195160
88.9838,11238,6.01966,99,59,68,2413,1000,2.96339,146,6.53629,22277244621
87.7501,11396,6.01966,99,59,68,2413,1000,2.96339,146,6.53629,22377294552
78.4498,12747,5.96107,99,58,67,2415,1000,2.96339,146,6.54351,22477343453
84.832,11788,5.96107,99,58,67,2415,1000,2.96339,146,6.54351,22577393524
82.2301,12161,5.96107,99,58,67,2415,1000,2.96339,146,6.54351,22677443305
81.9538,12202,5.96107,99,58,67,2415,1000,2.96339,146,6.54351,22777493415
64.771,15439,5.96107,99,58,67,2415,1000,2.96339,146,6.54351,22877543306
58.9102,16975,4.914,99,57,67,2414,1000,2.96143,148,6.54387,22977593367
58.7579,17019,4.914,99,57,67,2414,1000,2.96143,148,6.54387,23077643578
65.189,15340,4.914,99,57,67,2414,1000,2.96143,148,6.54387,23177693339
62.5978,15975,4.914,99,57,67,2414,1000,2.96143,148,6.54387,23277743170
66.4364,15052,4.914,99,57,67,2414,1000,2.96143,148,6.54387,23377793291
70.2297,14239,5.86797,99,56,68,2409,1000,2.96143,145,6.54191,23477843682
78.4006,12755,5.86797,99,56,68,2409,1000,2.96143,145,6.54191,23577892533
80.1025,12484,5.86797,99,56,68,2409,1000,2.96143,145,6.54191,23677942374
67.7094,14769,5.86797,99,56,68,2409,1000,2.96143,145,6.54191,23777992335
66.6223,15010,5.86797,99,56,68,2409,1000,2.96143,145,6.54191,23878043616
82.3249,12147,5.67901,99,56,67,2417,1000,2.96339,149,6.54411,23978092956
56.4334,17720,5.67901,99,56,67,2417,1000,2.96339,149,6.54411,24078145577
90.9918,10990,5.67901,99,56,67,2417,1000,2.96339,149,6.54411,24178194938
82.8295,12073,5.67901,99,56,67,2417,1000,2.96339,149,6.54411,24278244769
81.5461,12263,5.67901,99,56,67,2417,1000,2.96339,149,6.54411,24378293930
86.7528,11527,3.69914,99,55,67,2408,1000,2.96339,145,6.54652,24478343511
83.022,12045,3.69914,99,55,67,2408,1000,2.96339,145,6.54652,24578392432
78.1861,12790,3.69914,99,55,67,2408,1000,2.96339,145,6.54652,24678442763
74.7719,13374,3.69914,99,55,67,2408,1000,2.96339,145,6.54652,24778492904
70.0133,14283,3.69914,99,55,67,2408,1000,2.96339,145,6.54652,24878542765
91.6086,10916,5.26976,99,54,67,2411,1000,2.96143,145,6.5482,24978591336
85.7412,11663,5.26976,99,54,67,2411,1000,2.96143,145,6.5482,25078639507
86.1326,11610,5.26976,99,54,67,2411,1000,2.96143,145,6.5482,25178690797
63.7755,15680,5.26976,99,54,67,2411,1000,2.96143,145,6.5482,25278738538
83.2917,12006,5.26976,99,54,67,2411,1000,2.96143,145,6.5482,25378789059
67.9902,14708,5.22479,99,53,67,2411,1000,2.96143,145,6.54741,25478841160
54.0833,18490,5.22479,99,53,67,2411,1000,2.96143,145,6.54741,25578893281
52.0373,19217,5.22479,99,53,67,2411,1000,2.96143,145,6.54741,25678944222
53.7317,18611,5.22479,99,53,67,2411,1000,2.96143,145,6.54741,25778995503
53.4331,18715,5.22479,99,53,67,2411,1000,2.96143,145,6.54741,25879045944
50.5638,19777,4.52876,99,52,68,2411,1000,2.96143,144,6.54724,25979099055
64.6245,15474,4.52876,99,52,68,2411,1000,2.96143,144,6.54724,26079149026
84.5094,11833,4.52876,99,52,68,2411,1000,2.96143,144,6.54724,26179198217
77.2439,12946,4.52876,99,52,68,2411,1000,2.96143,144,6.54724,26279248188
83.0703,12038,4.52876,99,52,68,2411,1000,2.96143,144,6.54724,26379298108
65.2401,15328,6.48259,99,52,67,2417,1000,2.96339,148,6.54254,26479347609
79.5545,12570,6.48259,99,52,67,2417,1000,2.96339,148,6.54254,26579397980
79.3336,12605,6.48259,99,52,67,2417,1000,2.96339,148,6.54254,26679447351
60.9607,16404,6.48259,99,52,67,2417,1000,2.96339,148,6.54254,26779498042
52.5707,19022,6.48259,99,52,67,2417,1000,2.96339,148,6.54254,26879548223
84.3882,11850,4.32099,99,51,68,2409,1000,2.96339,146,6.54034,26979602234
63.8325,15666,4.32099,99,51,68,2409,1000,2.96339,146,6.54034,27079666585
63.6537,15710,4.32099,99,51,68,2409,1000,2.96339,146,6.54034,27179717626
67.1953,14882,4.32099,99,51,68,2409,1000,2.96339,146,6.54034,27279777227
64.6078,15478,4.32099,99,51,68,2409,1000,2.96339,146,6.54034,27379825538
64.2013,15576,3.9072,99,50,67,2410,1000,2.96339,146,6.55059,27479875049
61.2783,16319,3.9072,99,50,67,2410,1000,2.96339,146,6.55059,27579926869
50.551,19782,3.9072,99,50,67,2410,1000,2.96339,146,6.55059,27679978000
87.7732,11393,3.9072,99,50,67,2410,1000,2.96339,146,6.55059,27780028241
78.2044,12787,3.9072,99,50,67,2410,1000,2.96339,146,6.55059,27880088972
82.0749,12184,3.9072,99,50,67,2410,1000,2.96339,146,6.55059,27980140133
79.3588,12601,4.25273,99,50,67,2408,1000,2.97529,145,6.54644,28080191494
81.1952,12316,4.25273,99,50,67,2408,1000,2.97529,145,6.54644,28180242085
67.2993,14859,4.25273,99,50,67,2408,1000,2.97529,145,6.54644,28280292026
55.8659,17900,4.25273,99,50,67,2408,1000,2.97529,145,6.54644,28380342497
53.7143,18617,4.25273,99,50,67,2408,1000,2.97529,145,6.54644,28480393038
55.2517,18099,4.0201,99,49,67,2413,1000,2.97529,145,6.54082,28580442259
54.8697,18225,4.0201,99,49,67,2413,1000,2.97529,145,6.54082,28680492240
55.145,18134,4.0201,99,49,67,2413,1000,2.97529,145,6.54082,28780541340
54.8426,18234,4.0201,99,49,67,2413,1000,2.97529,145,6.54082,28880590381
72.8651,13724,4.0201,99,49,67,2413,1000,2.97529,145,6.54082,28980640142
122.22,8182,4.21836,99,49,68,2414,1000,2.95914,146,6.55034,29080689343
75.8438,13185,4.21836,99,49,68,2414,1000,2.95914,146,6.55034,29180740064
70.6664,14151,4.21836,99,49,68,2414,1000,2.95914,146,6.55034,29280789175
74.8111,13367,4.21836,99,49,68,2414,1000,2.95914,146,6.55034,29380838246
71.3063,14024,4.21836,99,49,68,2414,1000,2.95914,146,6.55034,29480887567
54.4307,18372,6.09453,98,48,68,2401,1000,2.96109,146,6.55302,29580937248
57.5209,17385,6.09453,98,48,68,2401,1000,2.96109,146,6.55302,29680986719
65.5566,15254,6.09453,98,48,68,2401,1000,2.96109,146,6.55302,29781036220
72.7537,13745,6.09453,98,48,68,2401,1000,2.96109,146,6.55302,29881086041
75.3409,13273,6.09453,98,48,68,2401,1000,2.96109,146,6.55302,29981135951
79.3084,12609,4.3849,99,48,68,2408,1000,2.96109,146,6.54544,30081185432
72.3327,13825,4.3849,99,48,68,2408,1000,2.96109,146,6.54544,30181234983
84.246,11870,4.3849,99,48,68,2408,1000,2.96109,146,6.54544,30281284004
47.4428,21078,4.3849,99,48,68,2408,1000,2.96109,146,6.54544,30381333585
65.4622,15276,4.3849,99,48,68,2408,1000,2.96109,146,6.54544,30481382976
88.8494,11255,5.04926,99,47,68,2405,1000,2.96109,144,6.54935,30581432567
58.5206,17088,5.04926,99,47,68,2405,1000,2.96109,144,6.54935,30681482188
63.9672,15633,5.04926,99,47,68,2405,1000,2.96109,144,6.54935,30781531709
91.4411,10936,5.04926,99,47,68,2405,1000,2.96109,144,6.54935,30881581250
64.5786,15485,5.04926,99,47,68,2405,1000,2.96109,144,6.54935,30981629901
69.0322,14486,5.96107,99,47,68,2406,1000,2.95914,144,6.54375,31081679442
86.7378,11529,5.96107,99,47,68,2406,1000,2.95914,144,6.54375,31181699902
55.8441,17907,5.96107,99,47,68,2406,1000,2.95914,144,6.54375,31281754913
80.5348,12417,5.96107,99,47,68,2406,1000,2.95914,144,6.54375,31381809464
