os,cpu,gpu,ram,kernel,driver,cpuscheduler, , , , ,
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16297384,6.2.2-arch1-1,4.6 Mesa 22.3.6,schedutil, , , , ,
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
86.4977,11561,4.58488,99,66,57,2469,1000,2.85429,157,6.34585,253237372
76.0052,13157,4.58488,99,66,57,2469,1000,2.85429,157,6.34585,353293453
69.9839,14289,4.58488,99,66,57,2469,1000,2.85429,157,6.34585,453368384
74.0083,13512,4.58488,99,66,57,2469,1000,2.85429,157,6.34585,553440515
307.692,3250,4.58488,99,66,57,2469,1000,2.85429,157,6.34585,653496805
89.823,11133,4.58488,99,66,57,2469,1000,2.85429,157,6.34585,753553376
87.5657,11420,6.36475,99,64,56,2468,1000,2.85429,157,6.35335,853613367
67.44,14828,6.36475,99,64,56,2468,1000,2.85429,157,6.35335,953675998
66.4982,15038,6.36475,99,64,56,2468,1000,2.85429,157,6.35335,1053730839
85.3825,11712,6.36475,99,64,56,2468,1000,2.85429,157,6.35335,1153788580
68.6483,14567,6.36475,99,64,56,2468,1000,2.85429,157,6.35335,1253855231
71.0581,14073,4.34783,98,63,57,2460,1000,2.85429,157,6.35793,1353909592
67.3764,14842,4.34783,98,63,57,2460,1000,2.85429,157,6.35793,1453970193
65.9326,15167,4.34783,98,63,57,2460,1000,2.85429,157,6.35793,1554024644
69.0465,14483,4.34783,98,63,57,2460,1000,2.85429,157,6.35793,1654092265
63.1473,15836,4.34783,98,63,57,2460,1000,2.85429,157,6.35793,1754145666
67.6133,14790,7.43494,99,62,57,2467,1000,2.85429,157,6.35831,1854198956
97.7231,10233,7.43494,99,62,57,2467,1000,2.85429,157,6.35831,1954256467
96.1908,10396,7.43494,99,62,57,2467,1000,2.85429,157,6.35831,2054312308
67.3809,14841,7.43494,99,62,57,2467,1000,2.85429,157,6.35831,2154370609
64.0328,15617,7.43494,99,62,57,2467,1000,2.85429,157,6.35831,2254412950
71.347,14016,42.1437,99,64,58,2469,1000,3.05941,157,6.36628,2354467621
62.7628,15933,42.1437,99,64,58,2469,1000,3.05941,157,6.36628,2454522072
66.5292,15031,42.1437,99,64,58,2469,1000,3.05941,157,6.36628,2554575793
62.1659,16086,42.1437,99,64,58,2469,1000,3.05941,157,6.36628,2654629374
26.5774,37626,42.1437,99,64,58,2469,1000,3.05941,157,6.36628,2754685995
81.0307,12341,33.1296,98,65,57,2468,1000,3.09651,157,6.375,2854742686
90.6701,11029,33.1296,98,65,57,2468,1000,3.09651,157,6.375,2954798487
55.0116,18178,33.1296,98,65,57,2468,1000,3.09651,157,6.375,3054856197
66.3174,15079,33.1296,98,65,57,2468,1000,3.09651,157,6.375,3154910128
65.8241,15192,33.1296,98,65,57,2468,1000,3.09651,157,6.375,3254966049
68.7663,14542,46.837,93,67,58,2264,1000,3.18012,146,6.3878,3355019130
64.8508,15420,46.837,93,67,58,2264,1000,3.18012,146,6.3878,3455074181
56.3761,17738,46.837,93,67,58,2264,1000,3.18012,146,6.3878,3555145052
58.2208,17176,46.837,93,67,58,2264,1000,3.18012,146,6.3878,3655200363
107.009,9345,46.837,93,67,58,2264,1000,3.18012,146,6.3878,3755261544
66.0546,15139,61.9221,98,69,57,2471,1000,3.22242,154,6.38433,3855316195
67.254,14869,61.9221,98,69,57,2471,1000,3.22242,154,6.38433,3955369426
86.6251,11544,61.9221,98,69,57,2471,1000,3.22242,154,6.38433,4055423157
89.5415,11168,61.9221,98,69,57,2471,1000,3.22242,154,6.38433,4155476878
89.9928,11112,61.9221,98,69,57,2471,1000,3.22242,154,6.38433,4255535688
75.4375,13256,36.9153,91,70,58,2226,1000,3.13212,142,6.15165,4355589479
83.9772,11908,36.9153,91,70,58,2226,1000,3.13212,142,6.15165,4455647800
74.985,13336,36.9153,91,70,58,2226,1000,3.13212,142,6.15165,4555701321
71.2555,14034,36.9153,91,70,58,2226,1000,3.13212,142,6.15165,4655757522
63.6092,15721,36.9153,91,70,58,2226,1000,3.13212,142,6.15165,4755812213
65.9326,15167,31.211,96,70,58,2391,1000,3.13212,153,6.15461,4855865284
63.8692,15657,31.211,96,70,58,2391,1000,3.13212,153,6.15461,4955921905
80.6777,12395,31.211,96,70,58,2391,1000,3.13212,153,6.15461,5055975376
66.2471,15095,31.211,96,70,58,2391,1000,3.13212,153,6.15461,5156030647
70.8868,14107,31.211,96,70,58,2391,1000,3.13212,153,6.15461,5256083698
68.956,14502,31.211,96,70,58,2391,1000,3.13212,153,6.15461,5356139049
62.9049,15897,35.8911,97,70,58,2439,1000,3.07836,156,6.16397,5456193469
97.3615,10271,35.8911,97,70,58,2439,1000,3.07836,156,6.16397,5556247320
76.0283,13153,35.8911,97,70,58,2439,1000,3.07836,156,6.16397,5656301821
18.7822,53242,35.8911,97,70,58,2439,1000,3.07836,156,6.16397,5756356792
67.6956,14772,35.8911,97,70,58,2439,1000,3.07836,156,6.16397,5856411953
64.8677,15416,29.7663,99,70,58,2464,1000,3.08512,157,6.16835,5956465684
86.7303,11530,29.7663,99,70,58,2464,1000,3.08512,157,6.16835,6056519475
82.6037,12106,29.7663,99,70,58,2464,1000,3.08512,157,6.16835,6156573676
87.382,11444,29.7663,99,70,58,2464,1000,3.08512,157,6.16835,6256628407
78.1861,12790,29.7663,99,70,58,2464,1000,3.08512,157,6.16835,6356682798
83.8715,11923,24.8737,94,69,59,2319,1000,3.08511,150,6.17276,6456739259
66.0938,15130,24.8737,94,69,59,2319,1000,3.08511,150,6.17276,6556794429
67.1592,14890,24.8737,94,69,59,2319,1000,3.08511,150,6.17276,6656848370
63.1991,15823,24.8737,94,69,59,2319,1000,3.08511,150,6.17276,6756923381
76.8049,13020,24.8737,94,69,59,2319,1000,3.08511,150,6.17276,6856977392
61.9924,16131,37.0869,96,69,59,2338,1000,3.08773,150,6.17601,6957030503
96.0338,10413,37.0869,96,69,59,2338,1000,3.08773,150,6.17601,7057083744
59.4884,16810,37.0869,96,69,59,2338,1000,3.08773,150,6.17601,7159042455
67.5174,14811,37.0869,96,69,59,2338,1000,3.08773,150,6.17601,7259096566
80.1154,12482,37.0869,96,69,59,2338,1000,3.08773,150,6.17601,7359151226
78.7216,12703,34.2007,99,69,59,2466,1000,3.06595,157,6.1765,7459205457
65.8111,15195,34.2007,99,69,59,2466,1000,3.06595,157,6.1765,7559260968
73.4646,13612,34.2007,99,69,59,2466,1000,3.06595,157,6.1765,7659314709
66.729,14986,34.2007,99,69,59,2466,1000,3.06595,157,6.1765,7759368320
67.7277,14765,34.2007,99,69,59,2466,1000,3.06595,157,6.1765,7859420821
69.8617,14314,32.8467,97,70,59,2390,1000,3.0917,153,6.17628,7959477182
95.6938,10450,32.8467,97,70,59,2390,1000,3.0917,153,6.17628,8059532123
62.2471,16065,32.8467,97,70,59,2390,1000,3.0917,153,6.17628,8159586504
63.1353,15839,32.8467,97,70,59,2390,1000,3.0917,153,6.17628,8259642775
80.5088,12421,32.8467,97,70,59,2390,1000,3.0917,153,6.17628,8359696286
84.7817,11795,28.1327,96,69,59,2349,1000,3.09792,151,6.17674,8459762057
79.5545,12570,28.1327,96,69,59,2349,1000,3.09792,151,6.17674,8559816017
77.7424,12863,28.1327,96,69,59,2349,1000,3.09792,151,6.17674,8659873658
63.9795,15630,28.1327,96,69,59,2349,1000,3.09792,151,6.17674,8759926799
84.7099,11805,28.1327,96,69,59,2349,1000,3.09792,151,6.17674,8859980450
85.7118,11667,24.5399,99,70,59,2458,1000,3.11222,157,6.17195,8960035341
63.7227,15693,24.5399,99,70,59,2458,1000,3.11222,157,6.17195,9060090072
81.3736,12289,24.5399,99,70,59,2458,1000,3.11222,157,6.17195,9160143243
80.7559,12383,24.5399,99,70,59,2458,1000,3.11222,157,6.17195,9260198704
61.2332,16331,24.5399,99,70,59,2458,1000,3.11222,157,6.17195,9360251695
70.9471,14095,32.5466,99,70,59,2458,1000,3.20629,157,6.16166,9460307686
92.6097,10798,32.5466,99,70,59,2458,1000,3.20629,157,6.16166,9560361167
77.101,12970,32.5466,99,70,59,2458,1000,3.20629,157,6.16166,9660416548
59.9053,16693,32.5466,99,70,59,2458,1000,3.20629,157,6.16166,9760472408
79.4092,12593,32.5466,99,70,59,2458,1000,3.20629,157,6.16166,9860526589
69.5459,14379,39.8252,99,70,60,2459,1000,3.27721,157,6.16193,9960582500
82.9669,12053,39.8252,99,70,60,2459,1000,3.27721,157,6.16193,10060636121
63.3192,15793,39.8252,99,70,60,2459,1000,3.27721,157,6.16193,10160691952
59.3789,16841,39.8252,99,70,60,2459,1000,3.27721,157,6.16193,10260746683
82.0681,12185,39.8252,99,70,60,2459,1000,3.27721,157,6.16193,10360799474
89.4775,11176,42.716,99,70,60,2459,1000,3.13591,157,6.16218,10460852875
91.9202,10879,42.716,99,70,60,2459,1000,3.13591,157,6.16218,10560901156
60.7755,16454,42.716,99,70,60,2459,1000,3.13591,157,6.16218,10660958097
101.916,9812,42.716,99,70,60,2459,1000,3.13591,157,6.16218,10761016778
68.1431,14675,42.716,99,70,60,2459,1000,3.13591,157,6.16218,10861071279
99.7506,10025,32.8395,99,70,60,2460,1000,3.02818,157,6.16499,10961125509
33.5728,29786,32.8395,99,70,60,2460,1000,3.02818,157,6.16499,11061780410
91.8695,10885,32.8395,99,70,60,2460,1000,3.02818,157,6.16499,11161841411
93.2749,10721,32.8395,99,70,60,2460,1000,3.02818,157,6.16499,11261894482
68.0828,14688,32.8395,99,70,60,2460,1000,3.02818,157,6.16499,11361947653
86.4678,11565,31.7518,94,71,60,2326,1000,3.04006,149,6.16167,11462000194
67.1186,14899,31.7518,94,71,60,2326,1000,3.04006,149,6.16167,11562054855
76.5462,13064,31.7518,94,71,60,2326,1000,3.04006,149,6.16167,11662108376
96.1261,10403,31.7518,94,71,60,2326,1000,3.04006,149,6.16167,11762161207
76.4059,13088,31.7518,94,71,60,2326,1000,3.04006,149,6.16167,11862215228
57.9441,17258,32.9238,96,70,60,2361,1000,2.98763,151,6.16157,11962271218
96.0246,10414,32.9238,96,70,60,2361,1000,2.98763,151,6.16157,12062328029
83.4585,11982,32.9238,96,70,60,2361,1000,2.98763,151,6.16157,12162381080
83.8363,11928,32.9238,96,70,60,2361,1000,2.98763,151,6.16157,12262436111
34.9883,28581,32.9238,96,70,60,2361,1000,2.98763,151,6.16157,12362492822
81.9874,12197,26.3158,97,70,61,2386,1000,2.99881,155,6.16457,12462547993
91.9709,10873,26.3158,97,70,61,2386,1000,2.99881,155,6.16457,12562604124
89.823,11133,26.3158,97,70,61,2386,1000,2.99881,155,6.16457,12662656875
78.5855,12725,26.3158,97,70,61,2386,1000,2.99881,155,6.16457,12762709926
94.6342,10567,26.3158,97,70,61,2386,1000,2.99881,155,6.16457,12862766177
83.1117,12032,30.75,98,70,61,2467,1000,3.04239,155,6.16345,12962819108
67.9532,14716,30.75,98,70,61,2467,1000,3.04239,155,6.16345,13062875289
63.7105,15696,30.75,98,70,61,2467,1000,3.04239,155,6.16345,13162945719
111.259,8988,30.75,98,70,61,2467,1000,3.04239,155,6.16345,13263001090
62.5391,15990,30.75,98,70,61,2467,1000,3.04239,155,6.16345,13363055881
204.415,4892,39.9009,96,70,61,2357,1000,3.10625,151,6.16455,13463109462
81.9336,12205,39.9009,96,70,61,2357,1000,3.10625,151,6.16455,13563163693
79.0077,12657,39.9009,96,70,61,2357,1000,3.10625,151,6.16455,13663216424
