os,cpu,gpu,ram,kernel,driver,cpuscheduler, , , , ,
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16300712,6.1.12-arch1-1,4.6 Mesa 22.3.6,schedutil, , , , ,
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
84.631,11816,44.75,98,77,66,2403,1000,2.93897,142,7.39346,164670243
72.4743,13798,44.75,98,77,66,2403,1000,2.93897,142,7.39346,264726920
75.9301,13170,44.75,98,77,66,2403,1000,2.93897,142,7.39346,364783476
76.8994,13004,44.75,98,77,66,2403,1000,2.93897,142,7.39346,464839772
75.6372,13221,44.75,98,77,66,2403,1000,2.93897,142,7.39346,564895888
74.206,13476,44.75,98,77,66,2403,1000,2.93897,142,7.39346,664951915
76.1151,13138,26.0173,96,77,66,2360,1000,2.96601,141,7.3566,765008251
71.5922,13968,26.0173,96,77,66,2360,1000,2.96601,141,7.3566,865063947
73.3192,13639,26.0173,96,77,66,2360,1000,2.96601,141,7.3566,965121043
102.987,9710,26.0173,96,77,66,2360,1000,2.96601,141,7.3566,1065177990
65.8979,15175,26.0173,96,77,66,2360,1000,2.96601,141,7.3566,1165237256
73.3676,13630,27.25,99,77,65,2401,1000,3.00626,142,7.35832,1265293282
111.259,8988,27.25,99,77,65,2401,1000,3.00626,142,7.35832,1365349838
71.0682,14071,27.25,99,77,65,2401,1000,3.00626,142,7.35832,1465406235
70.7414,14136,27.25,99,77,65,2401,1000,3.00626,142,7.35832,1565462281
73.0994,13680,27.25,99,77,65,2401,1000,3.00626,142,7.35832,1665518097
73.551,13596,6.61673,96,76,66,2324,1000,3.00626,139,7.36037,1765574203
70.7314,14138,6.61673,96,76,66,2324,1000,3.00626,139,7.36037,1865630099
65.4579,15277,6.61673,96,76,66,2324,1000,3.00626,139,7.36037,1965685986
36.8297,27152,6.61673,96,76,66,2324,1000,3.00626,139,7.36037,2065744202
69.6282,14362,6.61673,96,76,66,2324,1000,3.00626,139,7.36037,2165800518
70.6215,14160,20.57,99,75,66,2397,1000,2.99432,139,7.36127,2265857324
76.7813,13024,20.57,99,75,66,2397,1000,2.99432,139,7.36127,2365916211
70.0182,14282,20.57,99,75,66,2397,1000,2.99432,139,7.36127,2465972767
65.7289,15214,20.57,99,75,66,2397,1000,2.99432,139,7.36127,2566012123
68.1989,14663,20.57,99,75,66,2397,1000,2.99432,139,7.36127,2666068519
67.9163,14724,25.0308,97,75,66,2377,1000,3.07601,139,7.36241,2766125436
116.05,8617,25.0308,97,75,66,2377,1000,3.07601,139,7.36241,2866187002
66.4982,15038,25.0308,97,75,66,2377,1000,3.07601,139,7.36241,2966245648
100.301,9970,25.0308,97,75,66,2377,1000,3.07601,139,7.36241,3066302654
59.6552,16763,25.0308,97,75,66,2377,1000,3.07601,139,7.36241,3166361441
69.3914,14411,29.7164,99,74,66,2396,1000,3.11243,139,7.36231,3266420407
70.2346,14238,29.7164,99,74,66,2396,1000,3.11243,139,7.36231,3366478503
68.4416,14611,29.7164,99,74,66,2396,1000,3.11243,139,7.36231,3466534809
68.8468,14525,29.7164,99,74,66,2396,1000,3.11243,139,7.36231,3566590526
63.674,15705,29.7164,99,74,66,2396,1000,3.11243,139,7.36231,3666647622
